SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
11,200000000000000.0,0,0,0,4194,강원소방본부,원주소방서,신림119안전센터,,20200209,064100,20200209,064132,128.1954,37.2508,20200209,064426,20200209,065844,20200209,222842,20200209,102842,20200209,102842,001418,032958,30,13,0,강원도,원주시,신림면,황둔리,산3,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,108,22,35,6,10,0,35,0,12,맑음,-1,43,270,4.0,
12,200000000000000.0,0,2,2,408,강원소방본부,춘천소방서,강촌119안전센터,,20200224,125600,20200224,125618,127.6689,37.6922,20200224,125702,20200224,010306,20200224,171314,20200224,051314,20200224,051314,000604,041008,28,22,0,강원도,춘천시,남산면,산수리,387-3,,임야,산불,사유림,임야,평지,논/밭두렁,담뱃불/라이터불,라이터불/성냥불,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,,,,108,20,26,3,0,0,59,0,10,맑음,10,45,135,4.0,
13,200000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20200308,015000,20200308,015000,,,20200308,015152,20200308,022116,20200308,152841,20200308,044358,20200308,044412,002924,022242,25,25,15,강원도,홍천군,화촌면,풍천리,77-25,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,113,14,43,4,16,0,0,36,14,맑음,16,21,225,4.0,
14,200000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20200308,021400,20200308,021451,127.6724,38.07,20200308,021539,20200308,022539,20200308,181247,20200308,061247,20200308,061247,001000,034708,9,9,0,강원도,화천군,하남면,원천리,311-1,,임야,산불,사유림,임야,평지,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,쓰레기소각,쓰레기류,쓰레기,,,,67,16,36,5,10,0,0,0,9,맑음,18,20,270,4.0,
15,200000000000000.0,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20200315,022900,20200315,022906,127.5744,37.6702,20200315,022937,20200315,205455,20200315,155111,20200315,035404,20200315,050359,002518,005909,49,29,13,강원도,홍천군,서면,동막리,276-6,,임야,산불,사유림,임야,산아래,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,쓰레기류,쓰레기,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),86,22,10,8,18,0,0,28,18,맑음,9,19,45,,풍랑주의보
16,200000000000000.0,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20200315,025300,20200315,025329,128.8628,37.806,20200315,025437,20200315,030422,20200315,151526,20200315,031556,20200315,041159,000945,001134,6,7,0,강원도,강릉시,죽헌동,,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,기타/기상(건조/강풍등),96,33,4,15,24,0,10,10,15,구름조금,6,48,45,4.0,
17,200000000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,,20200319,070300,20200319,070318,127.8533,37.2365,20200319,071108,20200319,072357,20200319,083901,20200319,083901,20200319,092401,001249,011504,18,10,0,강원도,원주시,흥업면,대안리,191-10,,임야,산불,사유림,임야,산아래,기타,기타,기타,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),58,10,6,8,0,0,34,0,17,맑음,14,44,225,,강풍주의보
18,200000000000000.0,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,,20200319,123800,20200319,123811,127.8069,37.4103,20200319,123942,20200319,125623,20200319,141510,20200319,031613,20200319,033555,001641,021950,28,26,13,강원도,원주시,지정면,판대리,577-41,,임야,산불,사유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,전기적요인,전기적요인,종이/목재/건초등,풀/나뭇잎,,,,174,30,27,20,10,0,37,50,24,구름많음,11,46,315,,강풍경보
19,200000000000000.0,0,0,0,660,강원소방본부,횡성소방서,횡성119안전센터,갑천119지역대,20200321,033600,20200321,033611,128.1309,37.5677,20200321,033718,20200321,034416,20200321,154734,20200321,040352,20200321,054711,000658,001936,17,17,4,강원도,횡성군,갑천면,삼거리,,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),76,20,0,3,0,0,20,33,12,맑음,18,32,225,8.0,
20,200000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20200324,011900,20200324,011936,127.6471,38.0927,20200324,012127,20200324,014013,20200324,160400,20200324,050700,20200324,053416,001846,032647,14,14,0,강원도,화천군,하남면,안평리,,,임야,산불,공유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,화학적요인,자연발화,종이/목재/건초등,건초,종이/목재/건초등,건초,기상(건조/강풍등),85,9,33,3,10,0,30,0,12,맑음,18,16,0,4.0,
21,200000000000000.0,0,0,0,2574,강원소방본부,영월소방서,중동119안전센터,,20200325,040100,20200325,040150,128.7488,37.1142,20200325,040301,20200325,041814,20200325,174025,20200325,060820,20200325,073047,001513,015006,38,13,12,강원도,영월군,상동읍,내덕리,112-1,,임야,산불,국유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등)/원거리소방서,150,20,38,12,0,0,80,0,17,맑음,18,27,270,4.0,
22,200000000000000.0,0,0,0,5522,강원소방본부,양양소방서,하조대119안전센터,,20200326,110300,20200326,110320,,,20200326,110919,20200326,114024,20200326,000110,20200326,120110,20200326,122633,003105,002046,24,24,7,강원도,양양군,현남면,상월천리,146-2,,임야,산불,사유림,임야,산중턱,쓰레기소각장,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),197,44,25,9,40,0,0,79,18,맑음,16,54,135,4.0,
23,200000000000000.0,0,0,0,4125,강원소방본부,철원소방서,태봉119안전센터,,20200326,122700,20200326,122712,127.3372,38.1898,20200326,122813,20200326,123140,20200326,160230,20200326,064430,20200326,064430,000327,061250,2,2,11,강원도,철원군,갈말읍,문혜리,459,호국로5327,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,383,35,0,8,90,250,0,0,41,맑음,19,33,135,4.0,건조주의보
24,200000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20200331,125500,20200331,125525,127.2296,38.2227,20200331,125659,20200331,010233,20200331,140000,20200331,024000,20200331,034400,000534,013727,15,6,0,강원도,철원군,동송읍,오덕리,23,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),185,46,50,9,80,0,0,0,33,맑음,17,17,135,4.0,
25,200000000000000.0,0,0,0,0,강원소방본부,평창소방서,평창119안전센터,미탄119지역대,20200401,114400,20200401,114446,128.5228,37.3545,20200401,114529,20200401,115203,20200401,001715,20200401,123833,20200401,010246,000634,004630,16,16,3,강원도,평창군,미탄면,평안리,16,,임야,산불,국유림,임야,산아래,성묘객,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,잔디,,,,84,15,19,0,20,0,30,0,10,맑음,15,24,0,4.0,
26,200000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200403,024400,20200403,024448,128.0563,37.9145,20200403,024618,20200403,025413,20200403,154500,20200403,034500,20200403,051527,000755,005047,32,32,8,강원도,홍천군,두촌면,장남리,76,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,미상,미상,,,,110,11,24,10,40,0,0,25,16,맑음,18,43,225,4.0,
27,200000000000000.0,0,0,0,9634,강원소방본부,삼척소방서,근덕119안전센터,,20200404,032600,20200404,032656,129.2611,37.3467,20200404,032744,20200404,034022,20200404,061046,20200404,090000,20200404,020528,001238,051938,17,9,0,강원도,삼척시,근덕면,동막리,,,임야,산불,사유림,임야,산아래,미상,작동기기,전기적아크,전기적요인,전기적요인,전기/전자,전선피복,종이/목재/건초등,나무,기상(건조/강풍등)/화재인지/신고지연,313,103,35,20,35,50,14,56,51,맑음,13,35,270,,강풍주의보
28,200000000000000.0,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20200404,055000,20200404,055022,128.0787,37.4867,20200404,055122,20200404,060302,20200404,072738,20200404,072738,20200404,072738,001140,012436,12,6,0,강원도,횡성군,우천면,산전리,239-1,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,46,18,0,3,0,0,5,20,12,맑음,2,81,45,4.0,풍랑주의보
29,200000000000000.0,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20200404,044900,20200404,044924,127.6808,37.9785,20200404,044946,20200404,050829,20200404,182653,20200404,095101,20200405,061000,001843,044232,20,18,0,강원도,춘천시,사북면,송암리,50,가일길40-14,임야,산불,사유림,임야,산아래,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,133,18,5,4,20,0,56,30,20,맑음,15,14,315,4.0,
30,200000000000000.0,0,0,0,4400,강원소방본부,영월소방서,주천119안전센터,,20200408,123900,20200408,123914,128.231,37.2899,20200408,123956,20200408,125444,20200408,135650,20200408,044050,20200408,045138,001448,034606,31,5,0,강원도,영월군,주천면,도천리,116,비산길72-14,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,기타,기타,,,,146,35,10,22,20,0,59,0,35,맑음,14,11,270,8.0,
31,200000000000000.0,0,0,0,0,강원소방본부,원주소방서,태장119안전센터,소초119지역대,20200408,013400,20200408,013440,128.0016,37.3618,20200408,013506,20200408,014538,20200408,144025,20200408,031152,20200408,035554,001032,012614,8,9,9,강원도,원주시,소초면,흥양리,120,살대울모래기길273,임야,산불,사유림,임야,산아래,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소/기상(건조/강풍등),96,36,10,7,10,0,0,33,19,맑음,10,23,315,4.0,건조경보
32,200000000000000.0,0,0,0,56,강원소방본부,영월소방서,영월119안전센터,,20200409,024100,20200409,024135,128.5093,37.2222,20200409,024312,20200409,025727,20200409,151458,20200409,032238,20200409,041035,001415,002511,12,12,0,강원도,영월군,영월읍,삼옥리,53,,임야,산불,사유림,임야,산중턱,기타,작동기기,불꽃/스파크/정전기,전기적요인,누전/지락,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),72,20,9,6,0,0,37,0,12,맑음,15,20,270,,
33,200000000000000.0,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,,20200410,044000,20200410,044055,128.5052,37.2259,20200410,044300,20200410,045805,20200410,052406,20200410,054413,20200410,063219,001505,004608,12,12,0,강원도,영월군,영월읍,삼옥리,53,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,불꽃/불티,기타,기타,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/화재인지/신고지연,52,18,0,4,0,0,30,0,9,맑음,4,75,270,4.0,
34,200000000000000.0,0,0,0,710,강원소방본부,원주소방서,신림119안전센터,,20200410,114700,20200410,114754,128.062,37.2066,20200410,114859,20200410,115911,20200410,133235,20200410,020838,20200410,025715,001012,020927,23,6,0,강원도,원주시,신림면,구학리,351-2,방학동길110,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,목재/합판,,,,124,37,25,7,20,0,35,0,23,맑음,11,38,90,4.0,
35,200000000000000.0,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20200410,115600,20200410,115638,128.5446,37.6822,20200410,115708,20200410,120931,20200410,130057,20200410,013653,20200410,020731,001223,012722,46,7,0,강원도,평창군,진부면,두일리,82,두일길415-4,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,128,27,17,6,16,0,38,24,23,맑음,7,30,45,4.0,
36,200000000000000.0,0,0,0,0,강원소방본부,횡성소방서,우천119안전센터,,20200411,023400,20200411,023428,128.1033,37.4578,20200411,023539,20200411,024201,20200411,150735,20200411,032801,20200411,040500,000622,004600,15,3,0,강원도,횡성군,우천면,상대리,78,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,가연성물질의급격한연소,51,17,0,6,8,0,20,0,8,맑음,15,32,270,4.0,
37,200000000000000.0,0,0,0,0,강원소방본부,화천소방서,사내119안전센터,,20200413,071500,20200413,071505,127.4844,38.0575,20200413,071530,20200413,072220,20200413,200300,20200413,082800,20200413,113359,000650,010540,33,5,0,강원도,화천군,사내면,광덕리,,포화로871-6,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,329,18,36,8,7,260,0,0,7,맑음,7,32,135,4.0,
38,200000000000000.0,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20200414,040000,20200414,040047,127.3961,38.1481,20200414,040509,20200414,042557,20200414,085000,20200415,120000,20200415,045356,002048,193403,14,15,5,강원도,철원군,서면,자등리,221,,임야,산불,국유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,395,22,88,4,10,0,271,0,27,맑음,21,0,180,4.0,
39,200000000000000.0,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,부론119지역대,20200415,084800,20200415,084826,127.7594,37.2292,20200415,084929,20200415,085523,20200415,091237,20200415,095011,20200415,102638,000554,005448,35,12,3,강원도,원주시,부론면,흥호리,392-1,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,원거리소방서,88,20,25,2,16,0,0,25,12,맑음,7,55,45,4.0,
40,200000000000000.0,0,0,0,0,강원소방본부,평창소방서,대화119안전센터,,20200415,025000,20200415,025015,128.3883,37.4841,20200415,025117,20200415,031125,20200415,161156,20200415,043056,20200415,085056,002008,011931,19,15,0,강원도,평창군,대화면,개수리,541,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,206,26,0,20,50,0,80,30,17,맑음,18,39,90,4.0,
41,200000000000000.0,0,0,0,20240,강원소방본부,철원소방서,태봉119안전센터,,20200416,013800,20200416,013800,,,20200416,013900,20200416,020358,20200416,041732,20200416,033032,20200417,033032,002458,012634,18,18,0,강원도,철원군,갈말읍,정연리,60,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,,,,192,76,0,0,16,100,0,0,36,맑음,12,64,225,4.0,
42,200000000000000.0,0,0,0,213,강원소방본부,강릉소방서,내곡119안전센터,,20200422,014800,20200422,014833,128.7847,37.7607,20200422,014906,20200422,020640,20200422,142141,20200422,025208,20200422,043615,001734,004528,16,15,0,강원도,강릉시,성산면,보광리,324,,임야,산불,사유림,임야,산아래,기타,화학적발화열,화학반응열,화학적요인,자연발화,종이/목재/건초등,목재/합판,종이/목재/건초등,목재/합판,화재인지/신고지연,196,48,36,4,0,0,108,0,14,맑음,7,37,225,12.0,
43,200000000000000.0,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20200422,022100,20200422,022156,128.1292,38.1431,20200422,022237,20200422,023538,20200422,163950,20200422,043950,20200422,043950,001301,020412,18,14,0,강원도,인제군,인제읍,가아리,445-1,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,굴뚝아궁이,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,137,20,0,12,14,0,6,85,15,흐림,6,37,225,8.0,
44,200000000000000.0,0,0,0,7700,강원소방본부,철원소방서,태봉119안전센터,,20200424,112500,20200424,112545,,,20200424,112753,20200424,120852,20200424,142635,20200424,034035,20200424,040435,004059,033143,5,5,0,강원도,철원군,갈말읍,문혜리,118,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,112,16,16,1,24,0,0,55,14,맑음,13,41,135,4.0,건조주의보
45,200000000000000.0,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20200424,010700,20200424,010712,,,20200424,010852,20200424,014901,20200424,173832,20200424,053832,20200424,053832,004009,034931,39,21,0,강원도,춘천시,남면,관천리,1,,임야,산불,사유림,임야,산아래,기타,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,0,0,0,0,0,0,0,0,0,맑음,15,26,315,4.0,
46,200000000000000.0,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200426,012600,20200426,012607,128.6711,37.3819,20200426,012702,20200426,013847,20200426,155901,20200426,305901,20200426,035901,001145,022014,7,7,0,강원도,춘천시,동면,감정리,118-1,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,69,12,0,7,20,0,30,0,13,맑음,18,24,315,4.0,
47,200000000000000.0,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20200427,112800,20200427,112818,127.9641,37.5407,20200427,112910,20200427,113827,20200427,003005,20200427,124008,20200427,015009,000917,010141,9,5,0,강원도,횡성군,공근면,학담리,산7,,임야,산불,사유림,임야,산정상,입산자실화,미상,미상,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/화재인지/신고지연,64,17,12,5,10,0,0,20,11,비,14,49,180,4.0,
48,200000000000000.0,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,부론119지역대,20200429,045600,20200429,045600,127.8129,37.1635,20200429,045600,20200429,051446,20200429,172152,20200429,530954,20200429,055623,001846,002508,33,27,13,강원도,원주시,부론면,단강리,244-1,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,쓰레기소각,쓰레기류,쓰레기,,,,32,20,0,2,0,0,10,0,7,맑음,21,29,225,,
49,200000000000000.0,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,,20200430,022700,20200430,022738,,,20200430,022854,20200430,024557,20200430,170000,20200430,500000,20200430,060653,001703,021403,25,9,0,강원도,홍천군,서석면,어론리,132-1,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,133,16,35,3,48,0,0,31,15,맑음,23,33,225,4.0,건조주의보
50,200000000000000.0,0,0,0,247,강원소방본부,원주소방서,문막119안전센터,지정119지역대,20200430,060500,20200430,060552,127.8196,37.4347,20200430,061430,20200430,064019,20200430,191918,20200430,703010,20200430,082010,002549,004951,32,17,14,강원도,원주시,지정면,판대리,,구재로470,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,57,12,0,6,9,0,0,30,15,맑음,24,43,270,8.0,
