SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
51,201000000000000.0,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200501,024700,20200501,024735,,,20200501,024913,20200501,031908,20200501,154000,20200501,045843,20200501,045843,002955,013935,18,18,0,강원도,춘천시,동면,상걸리,53,,임야,산불,국유림,임야,산중턱,입산자실화,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,77,14,0,4,20,0,0,39,6,맑음,27,45,225,4.0,
52,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20200501,032100,20200501,032156,128.0345,37.6654,20200501,032233,20200501,033537,20200501,161000,20200502,084000,20200502,084100,001304,050423,14,14,11,강원도,홍천군,동면,노천리,151,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,112,13,42,5,20,0,0,32,13,맑음,28,37,225,4.0,
53,201000000000000.0,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20200503,125100,20200503,125138,127.4311,38.1675,20200503,125243,20200503,011026,20200503,153006,20200503,504006,20200503,064055,001743,042940,18,17,0,강원도,철원군,근북면,유곡리,,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),134,13,0,0,21,100,0,0,37,맑음,26,53,270,4.0,
54,201000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20200506,112600,20200506,112643,127.1609,38.2389,20200506,112816,20200506,113919,20200506,005341,20200506,012041,20200506,020241,001103,014122,18,10,0,강원도,철원군,철원읍,율이리,199-1,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),71,23,15,4,27,2,0,0,21,맑음,21,42,135,4.0,
55,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200508,025000,20200508,025035,127.8297,37.6592,20200508,025105,20200508,030042,20200508,151059,20200508,303059,20200508,064159,000937,003017,9,9,0,강원도,홍천군,홍천읍,상오안리,,,임야,산불,국유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,22,10,0,2,0,0,10,0,6,맑음,27,11,270,,
56,201000000000000.0,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20200531,073400,20200531,073403,127.7439,37.9574,20200531,075420,20200531,080431,20200531,212021,20200531,092021,20200531,092021,001011,011550,11,6,0,강원도,춘천시,신북읍,산천리,12-62,순환대로2365,임야,산불,사유림,임야,산중턱,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,쓰레기류,쓰레기,,,,20,18,0,2,0,0,0,0,6,맑음,25,54,225,4.0,
57,201000000000000.0,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200608,031500,20200608,031524,127.7114,37.845,20200608,031550,20200608,035613,20200608,181517,20200608,061517,20200608,071117,004023,021904,59,59,15,강원도,춘천시,동면,품걸리,,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,49,15,0,0,0,0,34,0,10,맑음,32,45,270,4.0,
58,201000000000000.0,0,0,0,0,강원소방본부,춘천소방서,후평119안전센터,,20200613,030700,20200613,030719,127.7844,37.9374,20200613,031444,20200613,033102,20200613,170000,20200613,060259,20200613,064210,001618,023157,8,8,0,강원도,춘천시,동면,월곡리,,,임야,산불,국유림,임야,산중턱,입산자실화,미상,미상,미상,미상,미상,미상,,,,87,14,15,9,29,0,20,0,19,맑음,34,25,270,4.0,
59,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20200623,100100,20200623,100131,127.8772,37.6817,20200623,100505,20200623,101216,20200623,112052,20200623,112052,20200623,030852,000711,010836,10,10,5,강원도,홍천군,동면,속초리,산271,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,133,16,35,3,48,0,0,31,15,맑음,28,59,270,4.0,
60,201000000000000.0,0,0,0,200,강원소방본부,동해소방서,북삼119안전센터,삼화119지역대,20200623,064100,20200623,064102,129.0202,37.4632,20200623,064110,20200623,073200,20200623,201100,20200623,904500,20200623,095000,005050,021300,12,9,4,강원도,동해시,삼화동,,858-8,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,기타,기타,종이/목재/건초등,풀/나뭇잎,,46,5,0,0,0,0,41,0,37,맑음,20,83,45,4.0,
61,201000000000000.0,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20200703,041700,20200703,041755,127.9544,37.5089,20200703,041913,20200703,042528,20200703,162909,20200703,403540,20200703,045557,000615,001012,5,3,0,강원도,횡성군,횡성읍,학곡리,,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,,29,27,0,2,0,0,0,0,9,맑음,27,36,135,4.0,
62,201000000000000.0,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20201006,014800,20201006,014803,127.7583,38.0161,20201006,030827,20201006,033559,20201006,165400,20201006,405600,20201006,050353,002732,012001,30,21,0,강원도,춘천시,사북면,고성리,102-1,용화산로76-117,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,61,19,0,4,20,0,0,18,18,맑음,18,41,225,4.0,
63,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,,20201009,045000,20201009,045042,128.1833,37.7119,20201009,045205,20201009,045654,20201009,213820,20201009,120000,20201010,120000,000449,070306,33,3,0,강원도,홍천군,서석면,풍암리,,,임야,산불,국유림,임야,산중턱,입산자실화,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,51,12,0,3,0,0,36,0,7,맑음,18,56,45,4.0,풍랑주의보
64,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201011,071100,20201011,071134,128.0008,37.7539,20201011,071245,20201011,072409,20201011,003647,20201011,123647,20201011,123647,001124,051238,16,16,7,강원도,홍천군,화촌면,군업리,산359,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,45,7,0,6,0,0,0,32,11,맑음,8,94,180,4.0,
65,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201013,023800,20201013,023829,128.0027,37.7573,20201013,024124,20201013,025516,20201013,164019,20201013,405940,20201013,045940,001352,020424,17,17,8,강원도,홍천군,화촌면,군업리,10,군업안말길54번길32-21,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,86,5,23,0,8,0,49,1,12,맑음,18,51,225,4.0,
66,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201018,013600,20201018,013657,128.0033,37.7568,20201018,013657,20201018,015525,20201018,152621,20201018,050921,20201018,050921,001828,031356,16,16,0,강원도,홍천군,화촌면,군업리,10,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,38,7,10,4,0,0,6,11,7,맑음,18,42,270,4.0,
67,201000000000000.0,0,0,0,0,강원소방본부,고성소방서,거진119안전센터,현내119지역대,20201025,115800,20201025,115800,,,20201025,120000,20201025,121800,20201025,155500,20201025,035500,20201025,045300,001800,033700,27,21,11,강원도,고성군,현내면,명호리,,통일전망대로455,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,156,20,0,6,25,86,0,19,24,맑음,20,20,270,4.0,
68,201000000000000.0,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20201029,015500,20201029,020008,128.6133,37.1982,20201029,020308,20201029,021821,20201029,160213,20201029,042743,20201029,045755,001513,020922,36,6,0,강원도,정선군,신동읍,천포리,41,곡길77,임야,산불,국유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,기타,기타,,,,97,29,35,4,0,0,29,0,17,맑음,17,19,225,4.0,
69,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,,20201103,020800,20201103,020820,127.7328,37.5997,20201103,021113,20201103,022455,20201103,164500,20201103,050000,20201103,050339,001342,023505,29,8,0,강원도,홍천군,남면,화전리,278-1,,임야,산불,국유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,기타,기타,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),72,14,0,8,10,30,10,0,20,맑음,7,22,225,12.0,
70,201000000000000.0,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20201104,124500,20201104,124509,127.2105,38.2095,20201104,124717,20201104,125254,20201104,131345,20201104,014752,20201104,024057,000537,005458,13,2,0,강원도,철원군,동송읍,이평리,116,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,105,15,0,2,35,0,53,0,9,맑음,6,23,270,4.0,
71,201000000000000.0,0,0,0,605,강원소방본부,동해소방서,북삼119안전센터,삼화119지역대,20201108,022700,20201108,022715,129.0214,37.5161,20201108,022743,20201108,024738,20201108,031225,20201108,044045,20201108,055130,001955,015307,14,10,6,강원도,동해시,신흥동,,251-1,,임야,산불,사유림,임야,산아래,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,기상(건조/강풍등)/원거리소방서/화재인지/신고지연,123,57,2,9,15,0,40,0,59,맑음,9,41,225,4.0,건조주의보
72,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20201116,123800,20201116,123806,127.8884,37.6436,20201116,123908,20201116,124656,20201116,134341,20201116,115041,20201116,115041,000748,110345,8,8,0,강원도,홍천군,홍천읍,장전평리,산99-3,,임야,산불,사유림,임야,산정상,입산자실화,담뱃불/라이터불,촛불,부주의,부주의,기타,기타,기타,기타,,0,0,0,0,0,0,0,0,0,맑음,13,59,225,4.0,
73,201000000000000.0,0,0,0,145,강원소방본부,횡성소방서,우천119안전센터,,20201201,095900,20201201,095929,128.1085,37.468,20201201,100032,20201201,101725,20201201,224549,20201201,114707,20201202,120637,001653,012942,17,8,0,강원도,횡성군,우천면,상대리,55,,임야,산불,사유림,임야,산아래,건물,작동기기,기기전도/복사열/기기발열,기계적요인,기계적요인,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),104,27,35,2,0,0,40,0,10,맑음,-1,50,225,4.0,
74,201000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20201203,095800,20201203,095826,127.685,38.231,20201203,095926,20201203,102137,20201203,152547,20201206,032547,20201206,032547,002211,170410,32,32,18,강원도,철원군,원남면,노동리,12,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,미상,미상,,102,7,0,0,0,95,0,0,3,맑음,-5,63,180,4.0,
75,201000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20201208,083700,20201208,083749,127.9656,37.6755,20201208,084042,20201208,084345,20201208,211500,20201208,104305,20201208,104305,000303,015920,6,6,3,강원도,홍천군,동면,속초리,193,,임야,산불,사유림,임야,산아래,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),84,20,33,7,24,0,0,0,12,맑음,-3,50,180,4.0,
76,201000000000000.0,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20201212,114300,20201212,114329,128.0537,37.2209,20201212,114405,20201212,120631,20201212,005019,20201212,010933,20201212,023438,002226,010302,24,11,0,강원도,원주시,신림면,구학리,126-9,,임야,산불,사유림,임야,산중턱,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,53,25,8,2,6,0,12,0,13,맑음,3,42,315,4.0,
77,201000000000000.0,0,0,0,0,강원소방본부,원주소방서,신림119안전센터,,20201212,031600,20201212,031603,128.1385,37.2598,20201212,031711,20201212,032146,20201212,172528,20201212,070700,20201212,070700,000435,034514,27,11,0,강원도,원주시,신림면,황둔리,35,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,풀/나뭇잎,현장도착지연(교통혼잡),61,31,0,6,6,0,0,18,11,맑음,5,30,315,,
78,201000000000000.0,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,,20201225,022200,20201225,042215,128.4598,37.1813,20201225,042255,20201225,042806,20201225,175434,20201225,101534,20201225,111534,000511,054728,3,3,0,강원도,영월군,영월읍,영흥리,131-1,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/화재인지/신고지연,118,11,35,8,0,0,32,32,13,맑음,-5,47,225,4.0,
79,210000000000000.0,0,0,0,330,강원소방본부,강릉소방서,주문진119안전센터,,20210105,120900,20210105,120939,128.7542,37.8488,20210105,121151,20210105,122240,20210105,003757,20210105,125555,20210105,012616,001049,003315,23,10,0,강원도,강릉시,연곡면,퇴곡리,,황어대길100,임야,산불,사유림,임야,산아래,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,종이/목재/건초등,가연성물질의급격한연소/원거리소방서,83,46,20,4,10,0,3,0,26,맑음,1,16,315,4.0,풍랑주의보
80,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210112,114400,20210112,114416,127.9044,37.7031,20210112,114720,20210112,122313,20210112,130000,20210112,031053,20210112,031053,003553,024740,28,28,24,강원도,홍천군,동면,좌운리,산244-28,,임야,산불,공유림,임야,산정상,입산자실화,미상,미상,미상,미상,미상,미상,,,,48,4,9,5,0,0,5,25,3,맑음,-8,59,270,4.0,
81,210000000000000.0,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20210115,033900,20210115,033938,128.2243,38.0821,20210115,034538,20210115,035709,20210115,084000,20210116,113000,20210116,113700,001131,193251,11,11,0,강원도,인제군,인제읍,덕적리,산1,,임야,산불,국유림,임야,산정상,기타,자연적발화열,낙뢰,자연적인요인,자연적인요인,종이/목재/건초등,풀/나뭇잎,,,,54,16,0,9,0,0,29,0,10,비,-2,69,315,12.0,
82,210000000000000.0,0,0,0,0,강원소방본부,동해소방서,천곡119안전센터,,20210117,033600,20210117,033649,129.0826,37.5364,20210117,033807,20210117,034824,20210117,164748,20210117,060059,20210117,062417,001017,021235,8,8,0,강원도,동해시,부곡동,,159,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,275,80,38,14,98,0,0,45,24,맑음,1,17,315,4.0,
83,210000000000000.0,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20210120,024600,20210120,024657,127.9708,37.5758,20210120,024852,20210120,030809,20210120,155249,20210120,050837,20210120,052936,001917,020028,14,10,0,강원도,횡성군,공근면,공근리,79,,임야,산불,사유림,임야,산중턱,입산자실화,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,92,16,22,2,0,0,52,0,9,맑음,6,31,225,4.0,
84,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20210124,054700,20210124,054756,127.826,37.6715,20210124,054857,20210124,055912,20210124,212607,20210124,092607,20210124,092607,001015,032655,10,10,0,강원도,홍천군,홍천읍,하오안리,산137,,임야,산불,사유림,임야,산아래,기타,기타,기타,전기적요인,절연열화에의한단락,기타,기타,,,,17,10,0,7,0,0,0,0,3,맑음,7,62,180,4.0,
85,210000000000000.0,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,북평119지역대,20210205,021900,20210205,021927,128.6821,37.4604,20210205,022035,20210205,022909,20210205,162408,20210205,071113,20210205,073238,000834,044204,15,15,4,강원도,정선군,북평면,장열리,74,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,,,,140,30,21,8,16,0,65,0,30,맑음,5,47,225,8.0,강풍주의보
86,210000000000000.0,0,0,0,0,강원소방본부,삼척소방서,도계119안전센터,신기119지역대,20210209,011600,20210209,011622,129.0564,37.3614,20210209,011657,20210209,013335,20210209,161800,20210209,060000,20210209,090637,001638,042625,20,12,0,강원도,삼척시,신기면,서하리,131,,임야,산불,사유림,임야,평지,기타,불꽃/불티,모닥불/연탄/숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소/기상(건조/강풍등)/화재인지/신고지연,369,61,47,24,103,0,103,31,43,맑음,6,27,315,4.0,건조주의보
87,210000000000000.0,0,0,0,264,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210210,021200,20210210,021257,128.0227,37.6436,20210210,021344,20210210,023140,20210210,145025,20210210,035015,20210210,041325,001756,011835,23,23,19,강원도,홍천군,동면,좌운리,80,,임야,산불,사유림,임야,산정상,입산자실화,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,기타,,,,41,6,0,0,0,0,0,35,3,맑음,6,70,135,4.0,
88,210000000000000.0,0,0,0,0,강원소방본부,강릉소방서,옥계119안전센터,,20210216,022600,20210216,022624,129.024,37.6084,20210216,022906,20210216,024523,20210216,164452,20210216,053408,20210216,090512,001617,024845,29,1,0,강원도,강릉시,옥계면,현내리,107,,임야,산불,사유림,임야,산정상,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,209,73,60,5,0,0,71,0,32,맑음,1,30,315,8.0,
89,210000000000000.0,0,0,0,0,강원소방본부,화천소방서,사내119안전센터,,20210217,044000,20210217,044000,,,20210217,044600,20210217,045100,20210217,182300,20210218,075300,20210218,084000,000500,150200,38,8,0,강원도,화천군,사내면,명월리,1043,,임야,산불,국유림,임야,산중턱,군경사격장,폭발물/폭죽,폭탄/탄약,화학적요인,자연발화,종이/목재/건초등,건초,종이/목재/건초등,건초,기상(건조/강풍등),144,18,32,4,10,50,30,0,19,맑음,-8,34,0,4.0,
90,210000000000000.0,0,0,0,49636,강원소방본부,양양소방서,양양119안전센터,,20210218,101400,20210218,101429,,,20210218,101521,20210218,122400,20210218,011757,20210219,041540,20210219,043232,000839,055140,7,7,0,강원도,양양군,양양읍,사천리,,사천길67,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소/기상(건조/강풍등)/화재인지/신고지연,1028,172,238,43,300,0,182,93,676,맑음,-1,32,225,8.0,건조경보
91,210000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210220,011300,20210220,011300,,,20210220,011400,20210220,013600,20210220,151521,20210220,070000,20210220,070000,002200,052400,22,18,20,강원도,화천군,상서면,다목리,140-1,,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,종이/목재/건초등,나무,기상(건조/강풍등),241,14,8,4,20,150,45,0,18,맑음,14,55,270,4.0,
92,210000000000000.0,0,0,0,4857,강원소방본부,정선소방서,임계119안전센터,여량면119지역대,20210220,035000,20210220,035005,128.7422,37.5178,20210220,035038,20210220,040708,20210220,094036,20210220,094036,20210221,103036,001630,173328,29,28,12,강원도,정선군,여량면,구절리,202,중동길159,임야,산불,국유림,임야,산아래,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,기타,기타,기타,기타,기타/가연성물질의급격한연소/기상(건조/강풍등),421,48,42,15,60,0,238,18,53,맑음,12,30,45,4.0,
93,210000000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20210222,021100,20210222,021118,127.8389,38.0286,20210222,021146,20210222,021844,20210222,144400,20210222,030600,20210222,033444,000658,004716,22,22,5,강원도,화천군,간동면,간척리,,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,,,,81,18,17,6,10,0,30,0,14,맑음,14,39,270,4.0,건조주의보
94,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,북방119지역대,20210226,013300,20210226,013351,127.7667,37.7444,20210226,013751,20210226,020558,20210226,143015,20210226,060000,20210226,060515,002807,035402,21,0,16,강원도,홍천군,북방면,전치곡리,,,임야,산불,사유림,임야,산정상,미상,미상,미상,미상,미상,미상,미상,,,,106,25,15,6,20,0,30,10,10,맑음,10,35,90,4.0,
95,210000000000000.0,0,1,1,6751,강원소방본부,영월소방서,중동119안전센터,김삿갓119지역대,20210311,024600,20210311,024653,128.5572,37.1139,20210311,024705,20210311,025800,20210311,171209,20210312,075631,20210312,090747,001055,165831,16,19,5,강원도,영월군,김삿갓면,대야리,142,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,가연성물질의급격한연소/기상(건조/강풍등),164,26,28,25,27,0,58,0,21,맑음,17,17,225,4.0,
96,210000000000000.0,0,0,0,0,강원소방본부,영월소방서,중동119안전센터,김삿갓119지역대,20210312,071100,20210312,071136,128.5561,37.1135,20210312,071224,20210312,072840,20210312,223716,20210312,103916,20210312,103916,001616,031036,18,24,8,강원도,영월군,김삿갓면,대야리,138-3,,임야,산불,사유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,33,14,2,2,0,0,15,0,8,비,7,62,90,4.0,
97,210000000000000.0,0,0,0,9900,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20210323,035200,20210323,035214,127.9725,37.7758,20210323,035541,20210323,035717,20210323,194808,20210324,124000,20210324,110000,000136,084243,13,13,0,강원도,홍천군,화촌면,성산리,18,성산로210-13,임야,산불,사유림,임야,산중턱,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,나무,기상(건조/강풍등),310,50,51,14,60,0,0,135,33,맑음,17,25,315,8.0,
98,210000000000000.0,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20210330,021100,20210330,021109,129.2102,37.1496,20210330,021138,20210330,021740,20210330,155300,20210330,070000,20210330,070000,000602,044220,55,18,1,강원도,삼척시,가곡면,탕곡리,23,,임야,산불,사유림,임야,산중턱,입산자실화,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,기타,197,47,30,10,0,0,110,0,22,맑음,16,26,90,8.0,
99,210000000000000.0,0,0,0,67716,강원소방본부,정선소방서,신동119안전센터,,20210331,033500,20210331,033510,128.622,37.2547,20210331,033545,20210331,035545,20210331,182010,20210401,124630,20210401,022046,002000,205045,32,15,0,강원도,정선군,신동읍,운치리,757,운치길293-22,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,불꽃/불티,부주의,기기사용/설치부주의,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,기타/가연성물질의급격한연소,302,33,39,19,34,0,177,0,186,맑음,22,8,225,4.0,건조주의보
100,210000000000000.0,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,동면119지역대,20210331,035600,20210331,045648,,,20210331,050003,20210331,051605,20210331,081000,20210401,110000,20210401,110000,001602,174355,12,12,10,강원도,양구군,양구읍,도사리,1,,임야,산불,국유림,임야,미상,미상,미상,미상,미상,미상,미상,미상,기타,기타,,98,10,21,0,0,0,67,0,15,맑음,20,13,315,4.0,
101,210000000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,동면119지역대,20210417,093300,20210417,093354,127.9226,37.6323,20210417,093417,20210417,094541,20210417,100353,20210417,101440,20210417,103146,001124,002859,10,10,6,강원도,홍천군,동면,월운리,120,,임야,산불,사유림,임야,산아래,미상,미상,미상,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),54,14,2,5,0,0,33,0,12,맑음,9,62,225,4.0,
102,210000000000000.0,0,0,0,0,강원소방본부,평창소방서,진부119안전센터,,20210417,120400,20210417,120442,128.6374,37.5927,20210417,120517,20210417,122702,20210417,004521,20210417,013150,20210417,014222,002145,010448,42,16,0,강원도,평창군,진부면,봉산리,,,임야,산불,공유림,임야,산정상,미상,미상,미상,미상,미상,기타,기타,,,,53,11,0,3,18,0,21,0,7,맑음,14,29,180,,
103,210000000000000.0,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,,20210418,010000,20210418,010059,128.5861,37.4106,20210418,010140,20210418,011847,20210418,143448,20210418,023448,20210418,023448,001707,011601,16,16,23,강원도,정선군,정선읍,회동리,323-1,청량길24,임야,산불,국유림,임야,평지,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이/목재/건초등,,,,31,25,0,2,0,0,4,0,12,맑음,13,30,90,4.0,
104,210000000000000.0,0,0,0,0,강원소방본부,횡성소방서,공근119안전센터,,20210419,044500,20210419,044554,127.9247,37.5281,20210419,044707,20210419,051242,20210419,190000,20210419,083009,20210419,083249,002535,031727,11,6,0,강원도,횡성군,공근면,초원리,산1,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불/라이터불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,151,33,0,0,0,0,118,0,17,맑음,19,30,135,4.0,
