SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
65,190512000000000.0,0,0,0,0,강원소방본부,정선소방서,신동119안전센터,,20190512,115900,20190512,115919,,,20190512,120103,20190512,123250,20190512,004014,20190512,013014,20190512,025114,003147,005724,34,13,0,강원도,정선군,신동읍,가사리,산127,,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,162,13,18,11,50,0,0,70,139,맑음,24.0,28,225,4.0,건조주의보
66,190516000000000.0,0,0,0,0,강원소방본부,평창소방서,대관령119안전센터,,20190516,035500,20190516,035559,,,20190516,035711,20190516,042131,20190516,171510,20190516,503500,20190516,070817,002420,011329,56,7,0,강원도,평창군,대관령면,유천리,1,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,,56,14,0,4,0,0,38,0,9,맑음,23.0,46,90,4.0,
67,190519000000000.0,0,0,0,330,강원소방본부,강릉소방서,옥계119안전센터,,20190519,021700,20190519,021712,,,20190519,021712,20190519,022655,20190519,144947,20190519,250210,20190519,032656,000943,002515,13,11,0,강원도,강릉시,강동면,하시동리,192,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,46,21,0,5,10,0,0,10,12,맑음,22.0,63,315,8.0,
68,190523000000000.0,0,0,0,0,강원소방본부,정선소방서,임계119안전센터,,20190523,123000,20190523,123020,,,20190523,123109,20190523,125126,20190523,132029,20190523,015029,20190523,023129,002017,005903,34,15,0,강원도,정선군,임계면,문래리,250,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,123,20,10,3,30,0,0,60,138,맑음,26.0,20,225,12.0,
69,190524000000000.0,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,,20190524,125900,20190524,125957,,,20190524,010038,20190524,010836,20190524,134119,20190524,024247,20190524,025354,000758,013411,6,6,0,강원도,영월군,영월읍,정양리,268,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/원거리소방서,50,13,0,7,15,0,15,0,9,맑음,31.0,28,270,4.0,
70,190529000000000.0,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190529,020300,20190529,020303,,,20190529,020354,20190529,021948,20190529,151800,20190529,033808,20190529,035959,001554,011820,8,8,6,강원도,영월군,남면,북쌍리,121-1,,임야,산불,국유림,임야,산아래,군경사격장,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),234,11,0,7,30,130,0,56,18,맑음,25.0,21,270,4.0,
71,190531000000000.0,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190531,071000,20190531,071000,,,20190531,071000,20190531,071514,20190531,074014,20190531,903014,20190531,100214,000514,021500,9,9,3,강원도,영월군,남면,북쌍리,130,,임야,산불,공유림,임야,산중턱,군경사격장,불꽃/불티,모닥불/연탄/숯,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,42,2,0,0,0,40,0,0,2,맑음,16.0,63,0,4.0,
72,190604000000000.0,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20190604,125500,20190604,125537,,,20190604,125808,20190604,011234,20190604,131234,20190604,011234,20190604,030010,001426,000000,10,10,0,강원도,철원군,갈말읍,토성리,146,토성길43,임야,산불,공유림,임야,산아래,기타,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,31,13,1,0,0,15,2,0,7,맑음,28.0,44,270,4.0,
73,190604000000000.0,0,0,0,2307,강원소방본부,정선소방서,조양119안전센터,화암119지역대,20190604,021400,20190604,021415,,,20190604,021510,20190604,021924,20190604,152609,20190604,042148,20190604,063400,000414,020224,19,19,1,강원도,정선군,화암면,화암리,408,,임야,산불,사유림,임야,산중턱,담뱃불,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,171,56,34,10,40,0,0,31,15,맑음,29.0,21,180,4.0,
74,190626000000000.0,0,0,0,0,강원소방본부,철원소방서,태봉119안전센터,,20190625,024800,20190625,024851,,,20190625,024954,20190625,032706,20190625,172316,20190625,052316,20190625,052316,003712,015610,16,16,0,강원도,철원군,갈말읍,정연리,35,,임야,산불,공유림,임야,산중턱,기타,기타,기타,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,62,8,0,0,0,50,4,0,5,맑음,30.0,54,0,4.0,
75,190707000000000.0,0,0,0,132,강원소방본부,횡성소방서,둔내119안전센터,,20190707,040400,20190707,040410,,,20190707,040535,20190707,042734,20190707,171725,20190707,051725,20190707,065034,002159,004951,28,15,7,강원도,횡성군,청일면,갑천리,1095-6,,임야,산불,사유림,임야,산아래,미상,미상,미상,미상,미상,기타,기타,합성수지,합성수지,가연성물질의급격한연소,67,12,20,3,10,0,2,20,9,맑음,27.0,41,135,,
76,190708000000000.0,0,1,1,0,강원소방본부,원주소방서,신림119안전센터,,20190708,093800,20190708,093855,,,20190708,094029,20190708,095321,20190708,103617,20190708,105600,20190708,032437,001252,010239,30,6,0,강원도,원주시,신림면,성남리,,,임야,산불,사유림,임야,미상,미상,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,가연성물질의급격한연소/화재인지/신고지연,73,17,0,8,20,0,28,0,8,맑음,21.0,0,180,4.0,
77,190709000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,귀래119지역대,20190709,014900,20190709,014953,,,20190709,015411,20190709,021503,20190709,144926,20190709,025500,20190709,042034,002052,003957,28,0,11,강원도,원주시,귀래면,용암리,,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,38,8,0,2,15,0,13,0,6,맑음,19.0,62,135,4.0,
78,190709000000000.0,0,0,0,1969,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20190709,063900,20190709,063907,,,20190709,064018,20190709,064618,20190709,185525,20190709,080725,20190709,111000,000600,012107,10,10,4,강원도,영월군,남면,창원리,48,,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,라이터불/성냥불,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소,84,25,30,4,15,0,10,0,12,맑음,23.0,52,90,4.0,
79,190710000000000.0,0,0,0,0,강원소방본부,원주소방서,흥업119안전센터,귀래119지역대,20190709,111200,20190709,111205,,,20190709,111343,20190709,113107,20190710,121339,20190710,123615,20190710,015005,001724,010508,28,23,8,강원도,원주시,귀래면,용암리,,,임야,산불,사유림,임야,산중턱,기타,불꽃/불티,모닥불/연탄/숯,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,56,11,15,5,5,0,20,0,9,맑음,14.0,94,135,4.0,
80,190823000000000.0,0,0,0,0,강원소방본부,횡성소방서,횡성119안전센터,,20190823,123100,20190823,123105,,,20190823,123143,20190823,123912,20190823,133518,20190823,015742,20190823,025429,000729,011830,33,33,6,강원도,횡성군,서원면,석화리,,,임야,산불,사유림,임야,산중턱,입산자실화,담뱃불/라이터불,라이터불/성냥불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,건초,종이/목재/건초등,건초,가연성물질의급격한연소,106,15,18,3,70,0,0,0,11,맑음,27.0,60,180,4.0,
81,191031000000000.0,0,0,0,0,강원소방본부,고성소방서,간성119안전센터,,20191031,084700,20191031,084737,,,20191031,084813,20191031,085949,20191031,214414,20191031,100344,20191031,111656,001136,010355,19,19,0,강원도,고성군,죽왕면,공현진리,79,,임야,산불,국유림,임야,산정상,군경사격장,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,건초,,,,342,17,0,22,31,200,0,72,18,맑음,19.0,46,270,,
82,191113000000000.0,0,0,0,0,강원소방본부,화천소방서,화천119안전센터,,20191113,122200,20191113,122230,,,20191113,122612,20191113,125521,20191113,153005,20191113,040120,20191113,043505,002909,030559,22,22,0,강원도,화천군,화천읍,풍산리,1632,,임야,산불,국유림,임야,산중턱,기타,폭발물/폭죽,폭탄/탄약,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,154,8,0,3,30,70,43,0,9,비,8.0,80,0,4.0,
83,191204000000000.0,0,0,0,0,강원소방본부,양구소방서,양구119안전센터,,20191204,112900,20191204,112916,,,20191204,113027,20191204,114257,20191204,001048,20191204,121748,20191204,010048,001230,003451,11,11,12,강원도,양구군,양구읍,군량리,86,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,굴뚝아궁이,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기타/기상(건조/강풍등)/원거리소방서/현장진입지연(불법주차),73,12,15,10,15,0,21,0,10,맑음,6.0,24,315,4.0,
84,191205000000000.0,0,0,0,1100,강원소방본부,삼척소방서,도계119안전센터,,20191205,100900,20191205,100940,,,20191205,101049,20191205,104054,20191205,113000,20191205,120633,20191205,123725,003005,012539,33,7,15,강원도,삼척시,도계읍,점리,산129-2,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,종이/목재/건초등,건초,기타,133,45,20,8,30,0,30,0,34,맑음,-4.0,28,180,4.0,풍랑주의보
85,191211000000000.0,0,0,0,0,강원소방본부,인제소방서,인제119안전센터,,20191211,042600,20191211,042642,,,20191211,042827,20191211,043636,20191211,193703,20191211,073703,20191211,073703,000809,030027,6,6,0,강원도,인제군,인제읍,덕산리,22,,임야,산불,사유림,임야,산중턱,군경사격장,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),411,20,12,7,82,253,37,0,13,맑음,7.0,45,225,4.0,
86,191212000000000.0,0,0,0,0,강원소방본부,정선소방서,조양119안전센터,북평119지역대,20191211,071800,20191211,071825,,,20191211,072002,20191211,073652,20191212,103957,20191212,103957,20191212,013957,001650,150305,19,19,12,강원도,정선군,북평면,나전리,328-1,졸드루길31-51,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,214,28,41,16,49,0,80,0,30,맑음,5.0,45,225,,강풍주의보
87,191220000000000.0,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20191220,115600,20191220,115620,,,20191220,115620,20191220,120340,20191220,001634,20191220,123134,20191220,022034,000720,002754,8,8,0,강원도,홍천군,홍천읍,결운리,344-2,홍천로689-42,임야,산불,국유림,임야,산중턱,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,26,7,0,2,0,0,17,0,5,맑음,1.0,32,315,4.0,풍랑주의보
88,191231000000000.0,0,0,0,1100,강원소방본부,고성소방서,동광119안전센터,,20191231,121800,20191231,121850,,,20191231,121922,20191231,123356,20191231,024100,20191231,043500,20191231,090000,001434,040104,26,10,0,강원도,고성군,토성면,신평리,136-3,잼버리로261,임야,산불,사유림,임야,평지,미상,작동기기,전기적아크,전기적요인,미확인단락,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서/화재인지/신고지연,727,150,150,116,50,120,141,0,48,맑음,-9.0,36,270,,
89,191231000000000.0,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20191231,025600,20191231,025627,,,20191231,025708,20191231,030757,20191231,035307,20191231,045600,20191231,070206,001049,014803,6,8,0,강원도,강릉시,죽헌동,,80,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/화재인지/신고지연,128,37,21,20,10,0,40,0,22,맑음,-3.0,36,225,,강풍주의보
