,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
9799,0.18,15,05,19:00:00,2022,기타,산37-1,철정,홍천,두촌,강원,15,일요일,05,17:36:00,2022
9800,0.06,15,05,16:50:00,2022,기타,산37-1,일패,남양주,경기,15,일요일,05,15:43:00,2022,
9801,0.05,15,05,16:40:00,2022,입산자실화,산46,비산,안양,동안,경기,15,일요일,05,15:00:00,2022
9802,0.16,15,05,21:30:00,2022,입산자실화,산56-1,동대,단양,영춘,충북,15,일요일,05,14:49:00,2022
9803,0.05,15,05,13:45:00,2022,입산자실화,산62-2,북군,경주,경북,15,일요일,05,11:25:00,2022,
9804,0.04,15,05,12:10:00,2022,기타,산94-1,읍내,가평,가평,경기,15,일요일,05,11:02:00,2022
9805,0.5,15,05,09:30:00,2022,입산자실화,산208-2,주평,진안,상전,전북,15,일요일,05,05:00:00,2022
9806,0.1,15,05,04:50:00,2022,기타,산103-5,외삼,봉화,봉성,경북,15,일요일,05,02:22:00,2022
9807,0.3,14,05,21:40:00,2022,입산자실화,산151-1,초남,광양,광양,전남,14,토요일,05,19:44:00,2022
9808,0.1,14,05,17:50:00,2022,기타,산316,덕중,고흥,도화,전남,14,토요일,05,16:24:00,2022
9809,0.02,14,05,14:47:00,2022,기타,산110-1,상계,노원,서울,14,토요일,05,14:12:00,2022,
9810,0.01,13,05,18:46:00,2022,담뱃불실화,산53-1,구성,천안,동남,충남,13,금요일,05,17:41:00,2022
9811,0.15,12,05,16:00:00,2022,기타,산274-1,소사,횡성,안흥,강원,12,목요일,05,13:00:00,2022
9812,0.02,12,05,13:40:00,2022,담뱃불실화,617-88,처,여주,점동,경기,12,목요일,05,12:28:00,2022
9813,0.03,12,05,11:07:00,2022,주택화재비화,740-2,용미,파주,광탄,경기,12,목요일,05,09:43:00,2022
9814,0.05,09,05,13:10:00,2022,기타,산325-1,유천,평창,대관령,강원,09,월요일,05,11:43:00,2022
9815,0.1,09,05,12:30:00,2022,입산자실화,산37,진,부안,위도,전북,09,월요일,05,11:26:00,2022
9816,0.6,09,05,19:00:00,2022,입산자실화,산48-1,우곡,영덕,남정,경북,09,월요일,05,13:06:00,2022
9817,0.2,08,05,23:50:00,2022,기타,산46-5,어암,보은,보은,충북,08,일요일,05,22:38:00,2022
9818,0.2,07,05,18:45:00,2022,담뱃불실화,산29-2,읍호,해남,현산,전남,07,토요일,05,17:25:00,2022
9819,0.05,07,05,12:50:00,2022,입산자실화,산17,덕장,포항,홍해,경북,07,토요일,05,11:51:00,2022
9820,0.13,05,05,20:20:00,2022,기타,산34-12,두포,파주,파평,경기,05,목요일,05,18:59:00,2022
9821,0.15,05,05,16:30:00,2022,기타,산41-2,수입,양평,서종,경기,05,목요일,05,14:17:00,2022
9822,0.05,05,05,13:40:00,2022,입산자실화,산69,이곡,괴산,사리,충북,05,목요일,05,12:58:00,2022
9823,0.1,05,05,06:40:00,2022,기타,산60-5,오도,합천,가회,경남,05,목요일,05,05:11:00,2022
9824,0.8,05,05,07:00:00,2022,기타,산138-2,신복,양평,옥천,경기,04,수요일,05,21:45:00,2022
9825,0.1,04,05,16:25:00,2022,입산자실화,산4,호계,장흥,부산,전남,04,수요일,05,14:19:00,2022
9826,0.01,03,05,18:20:00,2022,담뱃불실화,산131,영천,보성,회천,전남,03,화요일,05,17:45:00,2022
9827,0.5,03,05,18:30:00,2022,기타,산18,묘금,옥천,청성,충북,03,화요일,05,17:06:00,2022
9828,0.04,08,06,17:00:00,2021,기타,산9-2,화상대,홍천,내촌,강원,08,화요일,06,14:52:00,2021
9829,0.01,07,06,16:00:00,2021,기타,산128,향호,강릉,주문진,강원,07,월요일,06,15:13:00,2021
9830,0.01,07,06,17:00:00,2021,쓰레기소각,산126,향호,강릉,주문진,강원,07,월요일,06,15:13:00,2021
9831,0.05,31,05,18:10:00,2021,입산자실화,산670-2,금천,보성,율어,전남,31,월요일,05,15:56:00,2021
9832,0.13,27,05,18:00:00,2021,주택화재비화,산133,직,고령,개진,경북,27,목요일,05,15:32:00,2021
9833,0.01,06,04,13:55:00,2021,기타,산83,내유,고양,덕양,경기,06,화요일,04,13:16:00,2021
9834,0.1,14,05,14:00:00,2021,기타,산35,상안,횡성,안흥,강원,14,금요일,05,11:53:00,2021
9835,0.84,13,05,20:10:00,2021,기타,산10외1,하사미,태백,강원,13,목요일,05,15:35:00,2021,
9836,0.01,13,05,17:33:00,2021,쓰레기소각,산160,운교,함평,대동,전남,13,목요일,05,17:02:00,2021
9837,0.3,12,05,09:00:00,2021,입산자실화,산62-1,묵현,남양주,화도,경기,12,수요일,05,04:22:00,2021
9838,0.05,10,05,16:30:00,2021,기타,산75-2,석포,부안,진서,전북,10,월요일,05,14:45:00,2021
9839,0.01,10,05,03:59:00,2021,입산자실화,산6-1,종민,충주,충북,10,월요일,05,01:59:00,2021,
9840,0.01,09,05,19:10:00,2021,기타,산21,화지,철원,철원,강원,09,일요일,05,17:49:00,2021
9841,0.03,09,05,14:50:00,2021,기타,산93,율이,철원,철원,강원,09,일요일,05,13:43:00,2021
9842,0.2,09,05,14:30:00,2021,기타,산70,시동,홍천,남,강원,09,일요일,05,13:16:00,2021
9843,0.02,09,05,13:30:00,2021,입산자실화,산64-2,좌사,구례,산동,전남,09,일요일,05,12:20:00,2021
9844,1.4,09,05,14:35:00,2021,입산자실화,산60,저전,고령,대가야,경북,09,일요일,05,12:10:00,2021
9845,0.2,08,05,19:30:00,2021,입산자실화,산19-1,계산,유성,대전,08,토요일,05,17:31:00,2021,
9846,0.01,08,05,16:00:00,2021,입산자실화,산90-1,상안,횡성,안흥,강원,08,토요일,05,12:12:00,2021
9847,1.23,07,05,13:30:00,2021,입산자실화,산123-1외2필,황조,삼척,도계,강원,07,금요일,05,11:06:00,2021
9848,0.01,07,05,01:00:00,2021,기타,산197-3,갈남,삼척,원덕,강원,06,목요일,05,21:06:00,2021
9849,0.2,06,05,18:30:00,2021,입산자실화,산213,심적,인제,서화,강원,06,목요일,05,17:30:00,2021
9850,0.01,03,05,16:16:00,2021,담뱃불실화,산50-3,내손,의왕,경기,03,월요일,05,15:30:00,2021,
9851,0.01,03,05,14:10:00,2021,기타,산27-1,벌음,오산,경기,03,월요일,05,13:32:00,2021,
9852,0.03,30,04,16:00:00,2021,기타,산185-1,정대,달성,가창,대구,30,금요일,04,13:33:00,2021
9853,0.3,30,04,15:00:00,2021,입산자실화,산307,봉두,여수,소라,전남,30,금요일,04,12:13:00,2021
9854,0.5,30,04,07:50:00,2021,입산자실화,산32-2,계산,청주시,가덕,충북,30,금요일,04,05:56:00,2021
9855,0.01,30,04,02:00:00,2021,기타,산90,오저,삼척,사곡,강원,29,목요일,04,21:15:00,2021
9856,10,30,04,12:00:00,2021,입산자실화,"산15-1, 산5",금평,무주,무풍,전북,29,목요일,04,14:30:00,2021
9857,0.05,29,04,15:20:00,2021,입산자실화,산75,백도,완주,비봉,전북,29,목요일,04,14:16:00,2021
9858,0.01,29,04,15:24:00,2021,기타,산114,거운,영월,영월,강원,29,목요일,04,13:34:00,2021
9859,0.04,27,04,16:20:00,2021,기타,산40-3,석정,남,광주,27,화요일,04,15:34:00,2021,
9860,0.17,27,04,15:30:00,2021,입산자실화,산1,가아,인제,인제,강원,27,화요일,04,13:30:00,2021
9861,0.1,27,04,15:10:00,2021,입산자실화,산68-2외1필지,평화1가,전주,완산,전북,27,화요일,04,12:46:00,2021
9862,0.06,26,04,21:30:00,2021,입산자실화,산62-1,팔달,북,대구,26,월요일,04,18:28:00,2021,
9863,0.1,26,04,19:30:00,2021,입산자실화,산7,옥산,함양,서상,경남,26,월요일,04,17:22:00,2021
9864,0.3,26,04,02:48:00,2021,입산자실화,산98-1,외곡,합천,합천,경남,25,일요일,04,21:57:00,2021
9865,0.01,25,04,18:50:00,2021,입산자실화,산136,동곡,광양,옥룡,전남,25,일요일,04,18:08:00,2021
9866,0.01,25,04,18:30:00,2021,입산자실화,산425-1,백여,완주,구이,전북,25,일요일,04,17:41:00,2021
9867,0.03,25,04,17:40:00,2021,입산자실화,산56,영죽,충주,앙성,충북,25,일요일,04,16:48:00,2021
9868,0.03,25,04,18:15:00,2021,주택화재비화,산66,문촌,용인,처인,경기,25,일요일,04,16:23:00,2021
9869,1.5,25,04,17:24:00,2021,입산자실화,산160,성남,원주,신림,강원,25,일요일,04,14:32:00,2021
9870,0.01,25,04,14:55:00,2021,입산자실화,산138,가천,완주,경천,전북,25,일요일,04,13:34:00,2021
9871,0.01,25,04,13:35:00,2021,입산자실화,산1,흥정,평창,봉평,강원,25,일요일,04,12:25:00,2021
9872,0.3,25,04,14:03:00,2021,입산자실화,산22,가양,포천,창수,경기,25,일요일,04,12:05:00,2021
9873,0.05,25,04,18:00:00,2021,입산자실화,산8,운곡,홍성,갈산,충남,25,일요일,04,11:30:00,2021
9874,0.01,24,04,15:40:00,2021,입산자실화,산83,고강,봉화,명호,경북,24,토요일,04,14:30:00,2021
9875,0.13,24,04,18:30:00,2021,기타,산21,무계,청송,현서,경북,24,토요일,04,14:17:00,2021
9876,0.1,24,04,11:30:00,2021,입산자실화,산147-2,오미,안동,풍산,경북,24,토요일,04,09:39:00,2021
9877,0.15,23,04,22:50:00,2021,입산자실화,산123,능주,순천,해룡,전남,23,금요일,04,19:33:00,2021
9878,2,23,04,17:00:00,2021,담뱃불실화,산21,보곡,예천,효자,경북,23,금요일,04,16:10:00,2021
9879,1.5,23,04,14:50:00,2021,입산자실화,산58,세동,고흥,포두,전남,23,금요일,04,10:50:00,2021
9880,0.1,23,04,10:59:00,2021,기타,산78,송상,남원,송동,전북,23,금요일,04,10:17:00,2021
9881,0.03,23,04,15:00:00,2021,기타,628-26,동상,영도,부산,23,금요일,04,09:21:00,2021,
9882,0.01,22,04,18:26:00,2021,기타,194-1,노동,공주,유구,충남,22,목요일,04,17:32:00,2021
9883,0.3,22,04,18:00:00,2021,입산자실화,산7,학당,청양,청양,충남,22,목요일,04,15:20:00,2021
9884,0.06,22,04,18:40:00,2021,담뱃불실화,73-1,해문,화성,마도,경기,22,목요일,04,17:13:00,2021
9885,0.02,22,04,13:57:00,2021,쓰레기소각,산33,대위,철원,동송,강원,22,목요일,04,13:29:00,2021
9886,0.1,22,04,14:30:00,2021,입산자실화,산34,도천,함양,서상,경남,22,목요일,04,13:45:00,2021
9887,0.1,22,04,03:00:00,2021,기타,산131-1,신흥,포항,북,경북,22,목요일,04,00:00:00,2021
9888,0.09,08,04,09:25:00,2020,쓰레기소각,621-1,성복,용인,수지,경기,08,수요일,04,07:51:00,2020
9889,0.3,07,04,19:30:00,2020,쓰레기소각,산30-1,고현,해남,현산,전남,07,화요일,04,13:45:00,2020
9890,1,07,04,17:42:00,2020,입산자실화,산92-1,운연,남동,인천,07,화요일,04,15:53:00,2020,
9891,0.03,07,04,15:15:00,2020,기타,319-1,용미,파주,광탄,경기,07,화요일,04,14:01:00,2020
9892,0.01,07,04,14:00:00,2020,기타,산12,서부,의성,비안,경북,07,화요일,04,13:09:00,2020
9893,0.05,04,04,22:50:00,2020,주택화재비화,산65-1,과림,시흥,경기,04,토요일,04,21:20:00,2020,
9894,0.06,06,04,17:20:00,2020,기타,109-14,왕곡,의왕,경기,06,월요일,04,16:38:00,2020,
9895,0.1,06,04,18:00:00,2020,입산자실화,산36,가곡,남양주,화도,경기,06,월요일,04,15:07:00,2020
9896,0.1,08,04,14:52:00,2020,입산자실화,산22-3,봉명,공주,계룡,충남,08,수요일,04,13:00:00,2020
9897,11.91,08,04,15:00:00,2020,기타,산116외11필,도천,영월,주천,강원,08,수요일,04,12:30:00,2020
9898,0.1,06,04,15:20:00,2020,기타,산51,남산,청도,각북,경북,06,월요일,04,14:15:00,2020
9899,0.2,06,04,15:25:00,2020,입산자실화,산127,연금,밀양,상남,경남,06,월요일,04,14:04:00,2020
9900,0.3,06,04,15:15:00,2020,기타,산35,반곡,문경,산양,경북,06,월요일,04,13:58:00,2020
9901,0.01,06,04,15:10:00,2020,기타,산194-1,유곡,진주,대곡,경남,06,월요일,04,13:42:00,2020
9902,0.3,06,04,11:38:00,2020,입산자실화,산59,양지,금산,금산,충남,06,월요일,04,09:03:00,2020
9903,0.03,06,04,05:30:00,2020,입산자실화,산14,하중,시흥,경기,06,월요일,04,03:40:00,2020,
9904,0.5,05,04,22:00:00,2020,입산자실화,산14,경악,곡성,삼기,전남,05,일요일,04,16:54:00,2020
9905,0.1,05,04,19:20:00,2020,쓰레기소각,산24,지경,영양,석보,경북,05,일요일,04,18:40:00,2020
9906,0.1,05,04,16:10:00,2020,기타,426-26,덕현,울주,상북,울산,05,일요일,04,15:21:00,2020
9907,0.02,05,04,17:00:00,2020,기타,산63-7,연호,칠곡,지천,경북,05,일요일,04,15:05:00,2020
9908,0.01,05,04,17:40:00,2020,입산자실화,산115-45,말도,군산,옥도,전북,05,일요일,04,14:55:00,2020
9909,0.01,05,04,15:40:00,2020,입산자실화,산17-1,봉암,양주,은현,경기,05,일요일,04,14:52:00,2020
9910,0.03,05,04,15:26:00,2020,기타,산8-3,노암,증평,도안,충북,05,일요일,04,14:45:00,2020
9911,0.05,05,04,15:40:00,2020,기타,산76-4,운천,순천,별량,전남,05,일요일,04,13:37:00,2020
9912,0.1,05,04,16:00:00,2020,기타,산4-3,오산,파주,조리,경기,05,일요일,04,13:07:00,2020
9913,2.7,05,04,15:50:00,2020,주택화재비화,산33,신현,광주,오포,경기,05,일요일,04,12:45:00,2020
9914,0.2,05,04,14:00:00,2020,입산자실화,541-14,용두,화성,서신,경기,05,일요일,04,12:28:00,2020
9915,0.2,05,04,13:03:00,2020,기타,산31,산남,파주,경기,05,일요일,04,12:14:00,2020,
9916,0.09,05,04,12:30:00,2020,기타,산59,향소,양평,단월,경기,05,일요일,04,10:36:00,2020
9917,0.05,04,04,19:30:00,2020,쓰레기소각,산141,광산,광산,광주,04,토요일,04,17:50:00,2020,
9918,0.1,04,04,19:10:00,2020,기타,산102,압동,봉화,물야,경북,04,토요일,04,17:34:00,2020
9919,0.3,04,04,18:45:00,2020,기타,"산49,산50",송암,춘천,사북,강원,04,토요일,04,16:52:00,2020
9920,6.2,04,04,20:00:00,2020,주택화재비화,산4-2,부평,남양주,진접,경기,04,토요일,04,16:10:00,2020
9921,0.06,04,04,16:50:00,2020,담뱃불실화,산37,가산,사천,축동,경남,04,토요일,04,15:48:00,2020
9922,1.7,04,04,17:47:00,2020,입산자실화,산91,삼의,영양,석보,경북,04,토요일,04,15:28:00,2020
9923,1,04,04,18:00:00,2020,기타,478-3,오전,의왕,경기,04,토요일,04,15:10:00,2020,
9924,0.05,04,04,15:45:00,2020,입산자실화,산224,노양,힙천,율곡,경남,04,토요일,04,14:50:00,2020
9925,0.06,04,04,13:40:00,2020,입산자실화,산42,마산,파주,파평,경기,04,토요일,04,12:40:00,2020
9926,0.08,04,04,06:44:00,2020,기타,239-1,산전,횡성,우천,강원,04,토요일,04,05:50:00,2020
9927,0.5,04,04,09:00:00,2020,기타,산36-1,동막,삼척,근덕,강원,04,토요일,04,03:26:00,2020
9928,0.03,03,04,18:01:00,2020,쓰레기소각,산47,가정,여주,북내,경기,03,금요일,04,17:19:00,2020
9929,0.02,03,04,18:00:00,2020,입산자실화,산100,율천,곡성,오산,전남,03,금요일,04,14:56:00,2020
9930,0.1,03,04,15:45:00,2020,입산자실화,산76,장남,홍천,두촌,강원,03,금요일,04,14:44:00,2020
9931,0.2,03,04,15:40:00,2020,기타,624,동포,성주,초전,경북,03,금요일,04,14:38:00,2020
9932,0.01,03,04,14:55:00,2020,입산자실화,산66-2,구장,상주,낙동,경북,03,금요일,04,14:20:00,2020
9933,0.11,03,04,14:50:00,2020,기타,88-3,율길,가평,상,경기,03,금요일,04,13:35:00,2020
9934,0.03,03,04,11:23:00,2020,담뱃불실화,산15-19,양덕,포항,북,경북,03,금요일,04,10:58:00,2020
9935,0.01,03,04,03:00:00,2020,기타,산182,동천,평택,진위,경기,02,목요일,04,20:39:00,2020
9936,0.46,02,04,21:40:00,2020,담뱃불실화,산53-4,고천,의왕,경기,02,목요일,04,19:13:00,2020,
9937,0.05,02,04,20:10:00,2020,주택화재비화,산334,하대,횡성,갑천,강원,02,목요일,04,19:20:00,2020
9938,0.04,02,04,18:05:00,2020,기타,산65-1,여양,창원,진전,경남,02,목요일,04,17:12:00,2020
9939,1.65,02,04,17:00:00,2020,담뱃불실화,산144-3,동문,파주,법원,경기,02,목요일,04,14:56:00,2020
9940,0.2,02,04,14:40:00,2020,입산자실화,산139-10,수신,연기,세종,02,목요일,04,12:54:00,2020,
9941,0.5,02,04,17:40:00,2020,쓰레기소각,산3,방서,완도,노화,전남,02,목요일,04,11:53:00,2020
9942,0.44,02,04,13:26:00,2020,입산자실화,산26,상원,김천,구성,경북,02,목요일,04,11:36:00,2020
9943,0.17,01,04,17:20:00,2020,담뱃불실화,산76-11,왕산,용인,모현,경기,01,수요일,04,15:34:00,2020
9944,1,01,04,17:00:00,2020,주택화재비화,산9-3,벽제,고양,덕양,경기,01,수요일,04,13:45:00,2020
9945,0.3,01,04,15:50:00,2020,입산자실화,산80-1,덕현,가평,상,경기,01,수요일,04,13:37:00,2020
9946,3.75,01,04,19:00:00,2020,기타,산182,동천,평택,진위,경기,01,수요일,04,13:08:00,2020
9947,0.05,01,04,13:00:00,2020,기타,산16,평안,평창,미탄,강원,01,수요일,04,11:44:00,2020
9948,0.3,01,04,19:47:00,2020,기타,100-27,가정,서,인천,01,수요일,04,11:15:00,2020,
9949,0.18,15,02,14:28:00,2020,입산자실화,산40-2,홍안,포항,홍해,경북,15,토요일,02,13:37:00,2020
9950,0.04,15,02,13:40:00,2020,입산자실화,53-1,백일,남원,산내,전북,15,토요일,02,12:40:00,2020
9951,0.15,11,02,23:46:00,2020,기타,산37,지호,군위,의흥,경북,11,화요일,02,22:37:00,2020
9952,0.05,11,02,15:40:00,2020,입산자실화,22-7,읍내,논산,노성,충남,11,화요일,02,14:46:00,2020
9953,0.06,11,02,17:45:00,2020,기타,산14,도곡,여주,금사,경기,11,화요일,02,16:47:00,2020
9954,0.2,11,02,17:17:00,2020,기타,산26,광암,동두천,경기,11,화요일,02,14:52:00,2020,
9955,0.03,11,02,14:25:00,2020,입산자실화,718-8,송촌,파주,경기,11,화요일,02,13:08:00,2020,
9956,0.08,11,02,14:30:00,2020,담뱃불실화,514,운산,안동,일직,경북,11,화요일,02,11:34:00,2020
9957,0.01,10,02,13:00:00,2020,기타,723-1,사,평택,서탄,경기,10,월요일,02,12:04:00,2020
9958,0.06,10,02,11:00:00,2020,주택화재비화,산51,신계,찬안,목천,충남,10,월요일,02,10:35:00,2020
9959,0.03,10,02,01:00:00,2020,입산자실화,산2-1,송당,논산,노성,충남,09,일요일,02,23:10:00,2020
9960,0.01,09,02,22:30:00,2020,담뱃불실화,산141,상대원,성남,경기,09,일요일,02,21:23:00,2020,
9961,0.03,09,02,23:15:00,2020,입산자실화,산385,오,달성,가창,대구,09,일요일,02,21:10:00,2020
9962,0.01,09,02,22:13:00,2020,주택화재비화,619-1,신성,청송,안덕,경북,09,일요일,02,20:49:00,2020
9963,0.4,09,02,20:04:00,2020,담뱃불실화,산3,황둔,원주,신림,강원,09,일요일,02,18:48:00,2020
9964,0.03,09,02,16:48:00,2020,주택화재비화,산109,하곡,진주,이반성,경남,09,일요일,02,15:48:00,2020
9965,0.05,09,02,16:50:00,2020,입산자실화,산105-1,대치,완주,비봉,전북,09,일요일,02,15:30:00,2020
9966,0.01,09,02,14:30:00,2020,기타,산58,쌍암,보은,회인,충북,09,일요일,02,13:00:00,2020
9967,0.01,08,02,18:30:00,2020,기타,산166,하정,산청,신안,경남,08,토요일,02,17:50:00,2020
9968,0.03,08,02,13:10:00,2020,입산자실화,산19,오금,파주,탄현,경기,08,토요일,02,12:25:00,2020
9969,0.01,08,02,13:00:00,2020,기타,39-8,봉암,파주,파주,경기,08,토요일,02,12:11:00,2020
9970,0.03,08,02,12:45:00,2020,쓰레기소각,산287,홍제,강릉,강원,08,토요일,02,12:02:00,2020,
9971,0.03,08,02,08:30:00,2020,쓰레기소각,산144-42,백양,춘천,남산,강원,08,토요일,02,07:05:00,2020
9972,0.01,06,02,16:29:00,2020,담뱃불실화,산71-3,금평,통영,사량,경남,06,목요일,02,15:32:00,2020
9973,0.09,05,02,16:05:00,2020,주택화재비화,산3-18,사곡,여주,점동,경기,05,수요일,02,14:31:00,2020
9974,0.2,04,02,16:55:00,2020,기타,산251-1,관산,완도,약산,전남,04,화요일,02,15:28:00,2020
9975,0.2,04,02,14:50:00,2020,주택화재비화,463-1,문학,용인,경기,04,화요일,02,13:34:00,2020,
9976,0.05,04,02,15:00:00,2020,쓰레기소각,산57,고창,익산,웅포,전북,04,화요일,02,12:10:00,2020
9977,0.06,04,02,12:00:00,2020,담뱃불실화,산6,난실,안성,양성,경기,04,화요일,02,11:16:00,2020
9978,0.1,02,02,21:50:00,2020,입산자실화,산22-1,석천,충주,산척,충북,02,일요일,02,18:48:00,2020
9979,0.02,01,02,19:03:00,2020,기타,산544,갈산,봉화,재산,경북,01,토요일,02,18:14:00,2020
9980,0.1,01,02,16:53:00,2020,기타,산60-3,개단,봉화,물야,경북,01,토요일,02,15:23:00,2020
9981,0.03,01,02,15:10:00,2020,기타,527,방산,시흥,경기,01,토요일,02,14:25:00,2020,
9982,0.01,31,01,15:00:00,2020,기타,산28,풍암,홍천,서석,강원,31,금요일,01,13:20:00,2020
9983,0.02,31,01,12:12:00,2020,쓰레기소각,1082,교로,당진,석문,충남,31,금요일,01,11:11:00,2020
9984,0.03,30,01,14:10:00,2020,기타,산59-29,감일,하남,경기,30,목요일,01,13:33:00,2020,
9985,0.07,29,01,14:40:00,2020,입산자실화,422-16,석포,화성,장안,경기,29,수요일,01,13:46:00,2020
9986,0.02,27,01,14:15:00,2020,담뱃불실화,243-5,문봉,고양,일산동,경기,27,월요일,01,14:00:00,2020
9987,0.06,27,01,11:55:00,2020,기타,산5,인곡,문경,동로,경북,27,월요일,01,11:15:00,2020
9988,0.16,27,01,09:55:00,2020,쓰레기소각,산3-70,소유,여주,금사,경기,27,월요일,01,08:30:00,2020
9989,0.7,27,01,01:30:00,2020,입산자실화,산2-8,하신,공주,반포,충남,26,일요일,01,20:48:00,2020
9990,0.01,26,01,14:55:00,2020,담뱃불실화,209,고모,포천,소흘,경기,26,일요일,01,14:28:00,2020
9991,0.05,24,01,16:10:00,2020,입산자실화,산11,현매,안성,서운,경기,24,금요일,01,15:30:00,2020
9992,0.15,24,01,15:00:00,2020,담뱃불실화,산104,탑동,동두천,경기,24,금요일,01,13:18:00,2020,
9993,0.1,23,01,13:54:00,2020,기타,산154,하궁,횡성,우천,강원,23,목요일,01,12:52:00,2020
9994,0.01,22,01,17:40:00,2020,기타,240,봉서,파주,파주,경기,22,수요일,01,16:56:00,2020
9995,0.01,22,01,16:10:00,2020,주택화재비화,산64,북곡,봉화,명호,경북,22,수요일,01,14:16:00,2020
9996,0.01,21,01,14:46:00,2020,입산자실화,산106,고례,밀양,단장,경남,21,화요일,01,13:20:00,2020
9997,0.05,21,01,13:20:00,2020,기타,산27-1,삼성당,포천,신북,경기,21,화요일,01,12:22:00,2020
9998,0.03,18,01,17:30:00,2020,주택화재비화,산28-26,용암,양주,은현,경기,18,토요일,01,16:29:00,2020
9999,0.05,18,01,17:30:00,2020,입산자실화,산85-7,무녀도,군산,옥도,전북,18,토요일,01,14:53:00,2020
10000,0.01,18,01,13:50:00,2020,기타,산125,주원,포천,경기,18,토요일,01,13:01:00,2020,
10001,0.17,18,01,12:45:00,2020,기타,산116-1,삼성,강화,불은,인천,18,토요일,01,11:36:00,2020
10002,0.05,18,01,11:40:00,2020,쓰레기소각,산106,관산,완도,약산,전남,18,토요일,01,10:45:00,2020
10003,0.02,15,01,14:30:00,2020,기타,산24-13,월,양양,양양,강원,15,수요일,01,13:46:00,2020
10004,0.03,14,01,20:50:00,2020,담뱃불실화,252,성남,정자,경기,14,화요일,01,19:59:00,2020,
10005,0.5,31,12,04:21:00,2019,기타,산136-3,신평,고성,토성,강원,31,화요일,12,03:02:00,2019
10006,0.1,31,12,04:43:00,2019,입산자실화,산80,죽헌,강릉,강원,31,화요일,12,02:56:00,2019,
10007,0.01,29,11,09:51:00,2019,주택화재비화,226-103,덕은,파주,경기,29,금요일,11,07:51:00,2019,
10008,0.05,05,01,20:55:00,2020,입산자실화,산243-5,호명,여수,전남,05,일요일,01,18:10:00,2020,
10009,0.5,04,01,17:35:00,2020,기타,"산96, 산101",성진,해남,계곡,전남,04,토요일,01,15:05:00,2020
10010,0.1,03,05,18:10:00,2022,기타,산1,장성,태백,강원,03,화요일,05,16:16:00,2022,
10011,0.01,03,05,16:35:00,2022,담뱃불실화,산74,노곡,영주,부석,경북,03,화요일,05,15:50:00,2022
10012,0.5,03,05,14:50:00,2022,입산자실화,산91,수륜,성주,수륜,경북,03,화요일,05,11:41:00,2022
10013,0.8,02,05,22:00:00,2022,기타,580-27,노문,양평,서종,경기,02,월요일,05,18:35:00,2022
10014,0.01,02,05,17:15:00,2022,기타,산242,관창,봉화,영호,경북,02,월요일,05,16:35:00,2022
10015,0.07,01,05,16:40:00,2022,기타,726-1,아신,양평,옥천,경기,01,일요일,05,15:30:00,2022
10016,0.3,01,05,16:30:00,2022,쓰레기소각,산1-16,구읍,파주,적성,경기,01,일요일,05,13:11:00,2022
10017,0.65,01,05,15:20:00,2022,쓰레기소각,258-1,도안,보성,겸백,전남,01,일요일,05,13:01:00,2022
10018,0.01,28,04,13:00:00,2022,기타,산54-1,회곡,가평,설악,경기,28,목요일,04,12:27:00,2022
10019,0.16,26,04,17:40:00,2022,기타,산108-2,노곡,포천,이동,경기,26,화요일,04,13:32:00,2022
10020,0.01,25,04,16:00:00,2022,입산자실화,산1-1,북한,고양,덕양,경기,25,월요일,04,14:22:00,2022
10021,0.05,25,04,19:00:00,2022,기타,산1-1,마차,영월,북,강원,25,월요일,04,16:57:00,2022
10022,0.1,25,04,16:00:00,2022,기타,산56-4,광암,동두천,경기,25,월요일,04,15:26:00,2022,
10023,0.3,25,04,21:00:00,2022,쓰레기소각,산146-1,합강,곡성,옥과,전남,25,월요일,04,14:50:00,2022
10024,69.21,23,04,11:30:00,2022,기타,산59,원일전,양양,현북,강원,22,금요일,04,13:33:00,2022
10025,0.01,25,04,16:00:00,2022,입산자실화,산288-2,대명,남,대구,25,월요일,04,15:28:00,2022,
10026,0.06,25,04,15:50:00,2022,입산자실화,산239,주평,진안,상전,전북,25,월요일,04,14:45:00,2022
10027,0.06,24,04,23:20:00,2022,기타,산115-1,죽헌,강릉,강원,24,일요일,04,22:40:00,2022,
10028,0.01,24,04,20:25:00,2022,입산자실화,산102-4,자암,산청,단성,경남,24,일요일,04,18:37:00,2022
10029,0.03,24,04,18:00:00,2022,기타,산4-9외2필지,영곡,금남,세종,24,일요일,04,16:45:00,2022,
10030,0.2,24,04,16:10:00,2022,입산자실화,산25-1,계원,청주 상당,미원,충북,24,일요일,04,14:59:00,2022
10031,0.02,24,04,16:00:00,2022,기타,산209,화동,횡성,둔내,강원,24,일요일,04,14:23:00,2022
10032,0.01,24,04,15:00:00,2022,입산자실화,산114,대이,포항,남,경북,24,일요일,04,14:19:00,2022
10033,0.2,24,04,14:30:00,2022,기타,산73-4,노운,양평,서종,경기,24,일요일,04,12:40:00,2022
10034,0.02,24,04,13:25:00,2022,기타,산30-7,덕삼,당진,정미,충남,24,일요일,04,12:08:00,2022
10035,0.01,24,04,09:59:00,2022,쓰레기소각,산59,교향,강릉,주문진,강원,24,일요일,04,09:38:00,2022
