,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
6358,0.01,11,02,15:00:00,2016,쓰레기소각,산55,남동,수산,인천,11,목요일,02,13:39:00,2016,
6359,0.26,19,02,02:00:00,2016,기타,산17 외 4필지,동해,발한,강원,18,목요일,02,23:20:00,2016,
6360,0.03,19,02,04:50:00,2016,기타,1275-3,영도,영선,부산,19,금요일,02,02:55:00,2016,
6361,0.3,21,02,13:30:00,2016,기타,산51-1,조동,정선,신동,강원,21,일요일,02,09:06:00,2016
6362,0.3,21,02,17:35:00,2016,기타,산311,무릉,정선,남,강원,21,일요일,02,15:15:00,2016
6363,0.3,20,02,23:30:00,2016,쓰레기소각,산224-1,방,창녕,성산,경남,20,토요일,02,20:50:00,2016
6364,0.01,21,02,14:30:00,2016,담뱃불실화,산57,매학,기장,정관,부산,21,일요일,02,13:30:00,2016
6365,0.1,21,02,14:25:00,2016,입산자실화,산23-2,가채,포천,신북,경기,21,일요일,02,13:00:00,2016
6366,0.01,21,02,12:51:00,2016,쓰레기소각,산43-1,사룡,가평,설악,경기,21,일요일,02,11:52:00,2016
6367,0.5,23,02,16:16:00,2016,기타,산13,송평,예천,지보,경북,23,화요일,02,14:35:00,2016
6368,0.03,23,02,19:30:00,2016,입산자실화,산3,광덕,화천,사내,강원,23,화요일,02,17:50:00,2016
6369,0.5,23,02,15:54:00,2016,기타,산17-2외3,한전,양구,양구,강원,23,화요일,02,13:52:00,2016
6370,0.01,23,02,13:58:00,2016,기타,산114,북,양정,울산,23,화요일,02,11:32:00,2016,
6371,1,23,02,16:30:00,2016,입산자실화,산256,용대,인제,북,강원,23,화요일,02,13:40:00,2016
6372,0.7,24,02,04:26:00,2016,기타,1275-4,4가,영도,영선,부산,24,수요일,02,00:45:00,2016
6373,0.01,26,02,18:00:00,2016,기타,산16,석우,양주,광적,경기,26,금요일,02,17:00:00,2016
6374,0.03,29,02,11:30:00,2016,기타,산1-10,두류,경주,안강,경북,29,월요일,02,10:35:00,2016
6375,0.03,26,02,14:00:00,2016,쓰레기소각,산110,두포,고성,삼산,경남,26,금요일,02,13:30:00,2016
6376,0.05,26,02,16:15:00,2016,쓰레기소각,산98,내덕,영월,상동,강원,26,금요일,02,15:40:00,2016
6377,0.01,27,02,13:55:00,2016,쓰레기소각,산106,상천,가평,청평,경기,27,토요일,02,13:12:00,2016
6378,2.7,26,02,18:00:00,2016,기타,"산6-1,산8-1",상번천,광주,남한산성,경기,26,금요일,02,09:55:00,2016
6379,0.17,25,02,16:30:00,2016,입산자실화,산176,삼성,강화,불은,인천,25,목요일,02,10:30:00,2016
6380,0.48,25,02,17:00:00,2016,기타,산176,서,대곡,인천,25,목요일,02,14:14:00,2016,
6381,0.01,26,02,15:35:00,2016,기타,산98,학곡,춘천,동내,강원,26,금요일,02,14:43:00,2016
6382,0.1,02,03,13:35:00,2016,입산자실화,산88,와여,기장,철마,부산,02,수요일,03,12:45:00,2016
6383,0.1,02,03,19:30:00,2016,기타,산219-1,어흘,강릉,성산,강원,02,수요일,03,18:00:00,2016
6384,0.01,03,03,12:36:00,2016,기타,439-1,가천,달성,구지,대구,03,목요일,03,12:15:00,2016
6385,0.1,03,03,15:10:00,2016,쓰레기소각,산8-1,안동,신세,경북,03,목요일,03,13:55:00,2016,
6386,0.05,03,03,16:00:00,2016,기타,산93,본촌,사천,곤명,경남,03,목요일,03,15:00:00,2016
6387,0.1,04,03,20:10:00,2016,기타,산304-2,문혜,철원,갈말,강원,04,금요일,03,17:30:00,2016
6388,0.1,04,03,16:20:00,2016,입산자실화,"산6, 산5-1",광주,삼,경기,04,금요일,03,14:50:00,2016,
6389,0.03,04,03,14:50:00,2016,입산자실화,산70,추곡,춘천,북산,강원,04,금요일,03,13:34:00,2016
6390,0.06,04,03,14:10:00,2016,기타,산50-2,봉암,양주,은현,경기,04,금요일,03,13:19:00,2016
6391,0.1,06,03,17:00:00,2016,쓰레기소각,산58-1,유평,정선,남,강원,06,일요일,03,15:28:00,2016
6392,0.1,14,03,17:30:00,2016,기타,산44,대한,경산,와촌,경북,14,월요일,03,16:15:00,2016
6393,0.8,14,03,17:00:00,2016,쓰레기소각,238-8,장풍,여주,대신,경기,14,월요일,03,15:30:00,2016
6394,0.1,15,03,18:09:00,2016,입산자실화,산39,부촌,화천,상서,강원,15,화요일,03,17:11:00,2016
6395,0.01,15,03,19:55:00,2016,기타,산62,성남도,진도,조도,전남,15,화요일,03,16:00:00,2016
6396,0.01,15,03,16:20:00,2016,쓰레기소각,산49,늑전,보령,미산,충남,15,화요일,03,15:53:00,2016
6397,0.02,16,03,12:20:00,2016,기타,산225-2,문곡,영월,북,강원,16,수요일,03,11:27:00,2016
6398,0.2,15,03,17:00:00,2016,기타,산85,우고,양주,광적,경기,15,화요일,03,13:25:00,2016
6399,0.1,15,03,12:30:00,2016,기타,산100-8,지방,성주,월향,경북,15,화요일,03,11:56:00,2016
6400,0.01,16,03,17:30:00,2016,담뱃불실화,160전,중화,영덕,남정,경북,16,수요일,03,16:55:00,2016
6401,0.06,16,03,18:30:00,2016,입산자실화,산25-1,교현,양주,장흥,경기,16,수요일,03,17:15:00,2016
6402,0.03,16,03,12:22:00,2016,기타,62-14,서초,내곡,서울,16,수요일,03,11:38:00,2016,
6403,0.1,16,03,15:55:00,2016,기타,산186-1,위곡,가평,설악,경기,16,수요일,03,14:10:00,2016
6404,0.2,16,03,15:40:00,2016,기타,산178,일신,양평,지평,경기,16,수요일,03,13:50:00,2016
6405,0.09,16,03,17:30:00,2016,쓰레기소각,산19-1,하남,풍산,경기,16,수요일,03,16:20:00,2016,
6406,0.2,16,03,17:30:00,2016,기타,산19,백도,완주,비봉,전북,16,수요일,03,15:20:00,2016
6407,0.09,16,03,21:30:00,2016,입산자실화,산38,천,용인,이동,경기,16,수요일,03,20:00:00,2016
6408,0.04,16,03,13:45:00,2016,쓰레기소각,산257-4,오원,횡성,우천,강원,16,수요일,03,13:08:00,2016
6409,0.1,16,03,15:40:00,2016,기타,180-3(임),묵산,금산,진산,충남,16,수요일,03,14:35:00,2016
6410,2,16,03,22:00:00,2016,쓰레기소각,산126,현곡,안성,금광,경기,16,수요일,03,15:50:00,2016
6411,0.3,16,03,13:00:00,2016,쓰레기소각,산8,삼상,양주,장흥,경기,16,수요일,03,11:20:00,2016
6412,0.3,17,03,16:20:00,2016,기타,산20,양저,옥천,청성,충북,17,목요일,03,13:28:00,2016
6413,1.5,17,03,20:40:00,2016,기타,산23-1,죽문,문경,가은,경북,17,목요일,03,18:02:00,2016
6414,0.05,17,03,20:55:00,2016,기타,산203,신덕,영천,청통,경북,17,목요일,03,19:45:00,2016
6415,0.6,17,03,17:00:00,2016,기타,산71,호,용인,처인,경기,17,목요일,03,13:47:00,2016
6416,0.4,17,03,23:59:00,2016,기타,산17-2,마락,영주,단산,경북,17,목요일,03,18:19:00,2016
6417,0.1,17,03,13:50:00,2016,쓰레기소각,산84-4,굴업,홍천,서,강원,17,목요일,03,12:30:00,2016
6418,0.05,17,03,16:23:00,2016,담뱃불실화,1023,대상,남원,산동,전북,17,목요일,03,15:15:00,2016
6419,0.3,17,03,11:40:00,2016,기타,산1-1,덕가,상주,사벌,경북,17,목요일,03,11:05:00,2016
6420,0.6,17,03,13:35:00,2016,담뱃불실화,산98-1,관음,강릉,성산,강원,17,목요일,03,12:20:00,2016
6421,0.1,17,03,16:30:00,2016,기타,산42,태천,신안,지도,전남,17,목요일,03,14:20:00,2016
6422,0.6,18,03,15:50:00,2016,기타,산9,원창,춘천,동산,강원,18,금요일,03,13:46:00,2016
6423,0.09,17,03,16:11:00,2016,쓰레기소각,146,서초,원지,서울,17,목요일,03,15:32:00,2016,
6424,0.1,18,03,12:28:00,2016,기타,산56,신정,강화,선원,인천,18,금요일,03,12:05:00,2016
6425,0.3,18,03,16:00:00,2016,쓰레기소각,산41-2,수입,양평,서종,경기,18,금요일,03,13:28:00,2016
6426,0.03,19,03,04:50:00,2016,쓰레기소각,743-2,설곡,가평,설악,경기,19,토요일,03,02:43:00,2016
6427,0.33,20,03,13:20:00,2016,입산자실화,산14-1,서,시천,인천,20,일요일,03,12:15:00,2016,
6428,0.6,19,03,14:30:00,2016,기타,산19-5,외가천,안성,원곡,경기,19,토요일,03,12:50:00,2016
6429,0.02,19,03,19:30:00,2016,쓰레기소각,"산52-6, 산5",소법,가평,북,경기,19,토요일,03,17:51:00,2016
6430,0.01,20,03,15:13:00,2016,입산자실화,산39-3,부평,십정,인천,20,일요일,03,14:59:00,2016,
6431,0.2,21,03,16:10:00,2016,기타,산314-1,고송,양평,양동,경기,21,월요일,03,15:00:00,2016
6432,0.6,22,03,15:20:00,2016,기타,산36-1,방신,안성,양성,경기,22,화요일,03,13:10:00,2016
6433,0.01,22,03,15:30:00,2016,입산자실화,산43-12,남동,도림,인천,22,화요일,03,15:06:00,2016,
6434,0.1,21,03,17:40:00,2016,기타,산68,장덕,무주,설천,전북,21,월요일,03,15:50:00,2016
6435,0.03,21,03,15:58:00,2016,기타,산98-12,부평,산곡,인천,21,월요일,03,15:34:00,2016,
6436,0.03,21,03,16:10:00,2016,기타,885,귀곡,함양,안의,경남,21,월요일,03,15:00:00,2016
6437,0.2,22,03,13:30:00,2016,쓰레기소각,산52,동,효평,대전,22,화요일,03,11:03:00,2016,
6438,0.1,23,03,14:20:00,2016,기타,산38-1,관항,화성,정남,경기,23,수요일,03,13:14:00,2016
6439,0.09,24,03,13:53:00,2016,담뱃불실화,산182-1,교항,원주,소초,강원,24,목요일,03,13:02:00,2016
6440,0.06,24,03,13:30:00,2016,기타,산35-1,신두,천안,입장,충남,24,목요일,03,12:30:00,2016
6441,0.2,24,03,15:20:00,2016,기타,산118,화암,순창,구림,전북,24,목요일,03,13:10:00,2016
6442,0.03,23,03,15:10:00,2016,쓰레기소각,산156-1,관악,삼성,서울,23,수요일,03,13:40:00,2016,
6443,0.03,23,03,16:56:00,2016,담뱃불실화,산4,옥산,원주,호저,강원,23,수요일,03,16:30:00,2016
6444,0.03,24,03,14:30:00,2016,기타,산98-2,광산,광산,광주,24,목요일,03,13:34:00,2016,
6445,0.01,23,03,14:05:00,2016,담뱃불실화,479,금산,함평,대동,전남,23,수요일,03,12:41:00,2016
6446,0.5,24,03,23:00:00,2016,쓰레기소각,산146 외,팔당,남양주,와부,경기,24,목요일,03,19:40:00,2016
6447,0.1,24,03,12:00:00,2016,쓰레기소각,120,조현,양평,용문,경기,24,목요일,03,11:40:00,2016
6448,0.06,24,03,16:00:00,2016,기타,86-8,향천,보령,청라,충남,24,목요일,03,15:05:00,2016
6449,0.2,24,03,17:13:00,2016,기타,산10-5,길명,포천,일동,경기,24,목요일,03,16:10:00,2016
6450,0.03,25,03,12:57:00,2016,기타,산50,문창,상주,이안,경북,25,금요일,03,12:17:00,2016
6451,0.01,27,03,16:10:00,2016,기타,산156-2,관악,신림,서울,27,일요일,03,13:30:00,2016,
6452,0.07,27,03,17:15:00,2016,기타,산200,장정,강화,하점,인천,27,일요일,03,16:52:00,2016
6453,0.1,27,03,12:45:00,2016,기타,산4-3,명덕,장수,장계,전북,27,일요일,03,11:55:00,2016
6454,0.09,27,03,15:00:00,2016,기타,산44,영태,파주,월롱,경기,27,일요일,03,13:20:00,2016
6455,0.7,27,03,18:00:00,2016,기타,산134,현,영양,영양,경북,27,일요일,03,16:18:00,2016
6456,0.01,26,03,11:50:00,2016,쓰레기소각,산55,장산,장성,서삼,전남,26,토요일,03,11:09:00,2016
6457,0.3,27,03,13:50:00,2016,쓰레기소각,산153-1,광덕,화천,사내,강원,27,일요일,03,11:43:00,2016
6458,0.2,27,03,13:55:00,2016,기타,884,사월,안동,임동,경북,27,일요일,03,12:17:00,2016
6459,0.9,27,03,18:20:00,2016,기타,산66,석포,화성,장안,경기,27,일요일,03,16:13:00,2016
6460,0.04,28,03,18:50:00,2016,기타,901-1,왕대,여주,능서,경기,28,월요일,03,17:20:00,2016
6461,0.1,28,03,17:00:00,2016,기타,463-34,이황,이천,장호원,경기,28,월요일,03,14:20:00,2016
6462,0.01,28,03,18:30:00,2016,쓰레기소각,산4-13,중,호,대전,28,월요일,03,17:20:00,2016,
6463,0.5,28,03,17:27:00,2016,기타,산307,개명,거창,고제,경남,28,월요일,03,14:20:00,2016
6464,0.2,28,03,18:00:00,2016,기타,산18-1,숙곡,화성,매송,경기,28,월요일,03,16:21:00,2016
6465,0.1,28,03,18:00:00,2016,기타,산7,백곡,화성,마도,경기,28,월요일,03,14:11:00,2016
6466,0.05,28,03,14:10:00,2016,쓰레기소각,산9,도순,익산,왕궁,전북,28,월요일,03,12:20:00,2016
6467,0.3,28,03,16:40:00,2016,입산자실화,산54,도수,광주,퇴촌,경기,28,월요일,03,14:20:00,2016
6468,0.01,28,03,13:15:00,2016,입산자실화,산72-2,마량,강진,마량,전남,28,월요일,03,11:05:00,2016
6469,2,28,03,18:39:00,2016,입산자실화,산301,청양,철원,김화,강원,28,월요일,03,13:03:00,2016
6470,0.02,28,03,18:55:00,2016,기타,5-125,광진,광장,서울,28,월요일,03,17:50:00,2016,
6471,0.6,28,03,12:40:00,2016,기타,873,하갈,상주,함창,경북,28,월요일,03,11:24:00,2016
6472,0.03,28,03,19:00:00,2016,쓰레기소각,산112-2,성남,원주,신림,강원,28,월요일,03,18:15:00,2016
6473,0.2,28,03,17:00:00,2016,기타,산6-1,양주,산북,경기,28,월요일,03,15:20:00,2016,
6474,0.03,28,03,18:25:00,2016,쓰레기소각,425-2,삼방,괴산,불정,충북,28,월요일,03,16:20:00,2016
6475,1,29,03,11:30:00,2016,입산자실화,산2-2,남동,만수,인천,29,화요일,03,05:40:00,2016,
6476,0.5,30,03,00:28:00,2016,담뱃불실화,산47-1,추광,청양,운곡,충남,29,화요일,03,20:20:00,2016
6477,0.03,29,03,18:45:00,2016,쓰레기소각,산33,삼방,옥천,청산,충북,29,화요일,03,16:55:00,2016
6478,0.01,29,03,14:50:00,2016,담뱃불실화,산5-1,도순,익산,왕궁,전북,29,화요일,03,13:11:00,2016
6479,0.8,30,03,19:00:00,2016,기타,산55-9,가곡,남양주,화도,경기,30,수요일,03,12:49:00,2016
6480,0.02,31,03,16:00:00,2016,기타,산246,장산,강진,군동,전남,31,목요일,03,14:40:00,2016
6481,8.3,31,03,18:30:00,2016,기타,산66-1,울대,양주,장흥,경기,31,목요일,03,03:00:00,2016
6482,0.05,30,03,16:00:00,2016,입산자실화,산30,용두,청양,정산,충남,30,수요일,03,15:20:00,2016
6483,0.1,30,03,15:00:00,2016,쓰레기소각,산138,소회산,포천,영북,경기,30,수요일,03,13:40:00,2016
6484,1.5,31,03,15:30:00,2016,입산자실화,산48,명월,화천,사내,강원,31,목요일,03,12:52:00,2016
6485,0.4,30,03,17:00:00,2016,입산자실화,산222,구계,의성,단촌,경북,30,수요일,03,13:21:00,2016
6486,0.1,31,03,14:59:00,2016,쓰레기소각,60-2,하남,감북,경기,31,목요일,03,14:20:00,2016,
6487,60,31,03,12:33:00,2016,기타,산148,예의,상주,외서,경북,30,수요일,03,14:46:00,2016
6488,0.1,30,03,14:00:00,2016,기타,산10,쌍동,광주,초원,경기,30,수요일,03,12:30:00,2016
6489,0.03,30,03,17:00:00,2016,쓰레기소각,621,금산,옥천,군서,충북,30,수요일,03,16:20:00,2016
6490,0.02,30,03,19:00:00,2016,기타,산11,의촌,안동,도산,경북,30,수요일,03,17:47:00,2016
6491,0.05,30,03,14:30:00,2016,기타,산1-1,사내,보은,속리산,충북,30,수요일,03,12:30:00,2016
6492,0.01,30,03,17:20:00,2016,입산자실화,산9-2,연수,동춘,인천,30,수요일,03,16:37:00,2016,
6493,0.5,31,03,15:00:00,2016,쓰레기소각,산53,강서,개화,서울,31,목요일,03,14:24:00,2016,
6494,0.3,01,04,15:05:00,2016,기타,산43-2,신지,완주,용진,전북,01,금요일,04,11:45:00,2016
6495,1,01,04,15:40:00,2016,쓰레기소각,산150,장능,이천,설성,경기,01,금요일,04,12:59:00,2016
6496,0.05,31,03,22:42:00,2016,기타,산272,무촌,거창,남상,경남,31,목요일,03,20:38:00,2016
6497,0.06,31,03,20:16:00,2016,기타,산1662,사직,포천,일동,경기,31,목요일,03,18:30:00,2016
6498,0.4,31,03,17:30:00,2016,입산자실화,11-2,석수,안양,만안,경기,31,목요일,03,15:35:00,2016
6499,0.2,01,04,12:18:00,2016,쓰레기소각,산280,상진부,평창,진부,강원,01,금요일,04,11:20:00,2016
6500,0.5,29,03,08:00:00,2016,기타,산146,월평,함양,휴천,경남,29,화요일,03,05:12:00,2016
6501,0.2,01,04,16:30:00,2016,주택화재비화,604,국포,장수,번암,전북,01,금요일,04,15:10:00,2016
6502,6,01,04,20:20:00,2016,입산자실화,산46외 20필지,송우,양구,남,강원,01,금요일,04,12:45:00,2016
6503,0.01,02,04,16:15:00,2016,기타,산56-1,관악,신림,서울,02,토요일,04,15:35:00,2016,
6504,0.05,02,04,13:00:00,2016,입산자실화,산18-27,대박,청양,정산,충남,02,토요일,04,11:45:00,2016
6505,0.1,02,04,17:30:00,2016,기타,산18,주평,담양,수북,전남,02,토요일,04,13:40:00,2016
6506,0.3,02,04,15:42:00,2016,쓰레기소각,산104,봉산,무안,몽탄,전남,02,토요일,04,12:18:00,2016
6507,2.6,01,04,18:30:00,2016,기타,산3,삼합,광주,곤지암,경기,01,금요일,04,11:20:00,2016
6508,0.03,12,01,17:30:00,2017,입산자실화,산30,판교,강릉,사천,강원,12,목요일,01,16:19:00,2017
6509,0.04,14,01,22:55:00,2017,기타,산14,하광정,양양,현북,강원,14,토요일,01,21:44:00,2017
6510,0.2,15,01,21:30:00,2017,입산자실화,산127-1,대광,연천,신서,경기,15,일요일,01,16:45:00,2017
6511,0.01,01,01,18:00:00,2017,입산자실화,산87,북,화명,부산,01,일요일,01,16:34:00,2017,
6512,0.05,19,01,19:35:00,2017,주택화재비화,산315,어단,강릉,구정,강원,19,목요일,01,18:55:00,2017
6513,0.05,20,01,11:50:00,2017,입산자실화,산112,거제,수월,경남,20,금요일,01,10:10:00,2017,
6514,0.08,19,01,15:30:00,2017,쓰레기소각,산50,신론,양평,청운,경기,19,목요일,01,15:00:00,2017
6515,0.05,19,01,14:02:00,2017,기타,산100,심곡,포천,신북,경기,19,목요일,01,12:20:00,2017
6516,0.3,27,01,15:00:00,2017,쓰레기소각,산16,인산,밀양,청도,경남,26,목요일,01,14:00:00,2017
6517,0.1,26,01,16:40:00,2017,기타,산15,온혜,안동,도산,경북,26,목요일,01,15:30:00,2017
6518,0.01,27,01,15:30:00,2017,쓰레기소각,산97,막곡,의령,부림,경남,27,금요일,01,14:23:00,2017
6519,0.01,26,01,16:00:00,2017,기타,산55(벌채지),경백,함양,백전,경남,26,목요일,01,15:00:00,2017
6520,0.04,25,01,15:45:00,2017,입산자실화,산181,남,선암,울산,25,수요일,01,15:10:00,2017,
6521,0.01,27,01,12:50:00,2017,쓰레기소각,산113,당촌,진주,대평,경남,27,금요일,01,11:05:00,2017
6522,0.1,25,01,13:40:00,2017,기타,산65,고학,거창,마리,경남,25,수요일,01,12:35:00,2017
6523,0.08,26,01,12:40:00,2017,기타,산49-1,오천,고흥,금산,전남,26,목요일,01,11:30:00,2017
6524,0.8,01,02,16:50:00,2017,기타,산16,분토,장흥,대덕,전남,01,수요일,02,15:40:00,2017
6525,0.05,02,02,12:12:00,2017,입산자실화,산2임,송정,칠곡,지천,경북,02,목요일,02,11:43:00,2017
6526,0.2,01,02,12:20:00,2017,기타,산32,원천,화순,도암,전남,01,수요일,02,11:20:00,2017
6527,0.01,02,02,17:00:00,2017,입산자실화,407-10,수성,만촌,대구,02,목요일,02,15:50:00,2017,
6528,0.15,06,02,16:32:00,2017,기타,산2-1,동,마산,대전,06,월요일,02,14:40:00,2017,
6529,0.01,04,02,17:00:00,2017,입산자실화,산196,가례,밀양,무안,경남,04,토요일,02,15:45:00,2017
6530,0.01,03,02,11:50:00,2017,기타,산216,연덕,함양,병곡,경남,03,금요일,02,10:50:00,2017
6531,0.3,04,02,15:35:00,2017,기타,산55,도문,구미,해평,경북,04,토요일,02,13:10:00,2017
6532,0.1,03,02,11:15:00,2017,입산자실화,산88-8,유금,경주,강동,경북,03,금요일,02,10:25:00,2017
6533,0.03,04,02,16:15:00,2017,담뱃불실화,산139,속곡,영덕,지품,경북,04,토요일,02,13:09:00,2017
6534,0.01,04,02,20:30:00,2017,기타,산52-3,망치,거제,일운,경남,04,토요일,02,19:50:00,2017
6535,0.01,03,02,11:45:00,2017,입산자실화,산83-3,금정,두구,부산,03,금요일,02,11:08:00,2017,
6536,0.01,07,02,14:40:00,2017,기타,산4-2,죽산,함양,수동,경남,07,화요일,02,13:45:00,2017
6537,0.3,10,02,13:40:00,2017,주택화재비화,산238,외곡,구례,토지,전남,10,금요일,02,12:17:00,2017
6538,0.1,09,02,17:40:00,2017,입산자실화,산38-2,북,노곡,대구,09,목요일,02,15:16:00,2017,
6539,0.01,10,02,14:20:00,2017,입산자실화,산133-2,동부,안동,도산,경북,10,금요일,02,12:50:00,2017
6540,0.04,10,02,12:35:00,2017,기타,산71,해운대,석대,부산,10,금요일,02,11:19:00,2017,
6541,0.1,12,02,17:00:00,2017,입산자실화,산1-3,고현,청송,진보,경북,12,일요일,02,14:56:00,2017
6542,0.3,12,02,14:45:00,2017,쓰레기소각,421-5,송라,화성,매송,경기,12,일요일,02,13:30:00,2017
6543,0.03,12,02,14:30:00,2017,기타,산446-2,고천,강화,내가,인천,12,일요일,02,12:40:00,2017
6544,0.2,12,02,14:25:00,2017,입산자실화,산81,향양,산청,생초,경남,12,일요일,02,13:23:00,2017
6545,0.3,12,02,15:17:00,2017,쓰레기소각,산186-3(임),항사,가평,상,경기,12,일요일,02,12:10:00,2017
6546,0.08,11,02,20:00:00,2017,주택화재비화,산8,금지,부여,내산,충남,11,토요일,02,18:57:00,2017
6547,0.01,14,02,16:30:00,2017,기타,산33-1,산북,완주,운주,전북,14,화요일,02,15:30:00,2017
6548,0.01,14,02,16:30:00,2017,기타,181,내석,양산,상북,경남,14,화요일,02,15:24:00,2017
6549,0.01,15,02,15:10:00,2017,기타,산55-1,외조,의령,칠곡,경남,15,수요일,02,14:15:00,2017
6550,0.2,15,02,15:10:00,2017,쓰레기소각,산158,합강,곡성,옥과,전남,15,수요일,02,14:00:00,2017
6551,0.01,15,02,15:10:00,2017,쓰레기소각,산151-23,삼성,양평,용문,경기,15,수요일,02,14:16:00,2017
6552,0.02,15,02,14:10:00,2017,입산자실화,산259,용암,완주,상관,전북,15,수요일,02,12:30:00,2017
6553,0.01,15,02,15:00:00,2017,기타,산23-3,상발,청주,남이,충북,15,수요일,02,14:33:00,2017
6554,0.3,16,02,18:30:00,2017,입산자실화,173-1,동,주산,대전,16,목요일,02,15:44:00,2017,
6555,0.1,16,02,16:30:00,2017,기타,산60-2,화정,울주,서생,울산,16,목요일,02,15:12:00,2017
6556,0.2,16,02,19:00:00,2017,기타,산119-2,백미,화성,서신,경기,16,목요일,02,14:35:00,2017
6557,0.45,16,02,18:30:00,2017,쓰레기소각,산15-1,건업,광주,곤지암,경기,16,목요일,02,13:35:00,2017
6558,0.1,16,02,17:40:00,2017,기타,532,덕가,상주,사벌,경북,16,목요일,02,16:35:00,2017
6559,0.01,16,02,11:50:00,2017,기타,산55-1,외조,의령,칠곡,경남,16,목요일,02,11:05:00,2017
6560,0.01,16,02,17:00:00,2017,기타,산15-1,마수,충주,신니,충북,16,목요일,02,16:18:00,2017
6561,0.1,21,02,17:28:00,2017,입산자실화,산418,동,방어,울산,21,화요일,02,14:53:00,2017,
6562,0.07,18,02,19:45:00,2017,입산자실화,산51,해운대,재송,부산,18,토요일,02,18:00:00,2017,
6563,0.04,21,02,15:10:00,2017,기타,산101,초왕,부여,양화,충남,21,화요일,02,14:20:00,2017
6564,0.03,21,02,12:55:00,2017,입산자실화,산39-1,안인진,강릉,강동,강원,21,화요일,02,11:56:00,2017
6565,0.1,19,02,17:00:00,2017,기타,산7-1,남창,울주,온양,울산,19,일요일,02,16:15:00,2017
6566,0.03,19,02,12:30:00,2017,기타,산116-3,춘전,강진,강진,전남,19,일요일,02,11:30:00,2017
6567,0.2,19,02,16:30:00,2017,쓰레기소각,산8-1,인곡,군위,고로,경북,19,일요일,02,15:10:00,2017
6568,0.15,20,02,03:00:00,2017,기타,산6-4,어온,거제,하청,경남,19,일요일,02,23:24:00,2017
6569,0.5,18,02,13:20:00,2017,입산자실화,산33-4,북,어물,울산,18,토요일,02,12:12:00,2017,
6570,0.06,18,02,13:20:00,2017,쓰레기소각,306-1,도곡,양평,양서,경기,18,토요일,02,12:45:00,2017
6571,0.01,22,02,09:45:00,2017,입산자실화,산39-1,안인진,강릉,강동,강원,22,수요일,02,09:15:00,2017
6572,0.1,25,02,13:30:00,2017,쓰레기소각,산176,백련,부안,하서,전북,25,토요일,02,11:30:00,2017
6573,0.01,25,02,18:30:00,2017,기타,산112-13,금천,시흥5,서울,25,토요일,02,16:53:00,2017,
6574,0.01,24,02,19:40:00,2017,입산자실화,산128,진,초읍,부산,24,금요일,02,19:09:00,2017,
6575,0.2,28,02,11:52:00,2017,쓰레기소각,산41,물걸,홍천,내촌,강원,28,화요일,02,10:53:00,2017
6576,0.02,27,02,14:30:00,2017,쓰레기소각,산5-1,부평,청천,인천,27,월요일,02,13:45:00,2017,
6577,0.8,28,02,15:20:00,2017,쓰레기소각,산28-1,용각,안동,일직,경북,28,화요일,02,13:10:00,2017
6578,0.01,27,02,23:30:00,2017,기타,산19-2,남동,논현,인천,27,월요일,02,22:13:00,2017,
6579,0.1,28,02,14:00:00,2017,쓰레기소각,산16,옥산,원주,호저,강원,28,화요일,02,13:00:00,2017
6580,0.01,01,03,14:50:00,2017,기타,산55-1,호명,청주,북이,충북,01,수요일,03,14:15:00,2017
6581,0.1,03,03,17:30:00,2017,기타,산70-1,천안,가평,설악,경기,03,금요일,03,15:28:00,2017
6582,0.15,05,03,15:55:00,2017,입산자실화,산14,징,달성,구지,대구,05,일요일,03,14:14:00,2017
6583,0.2,03,03,16:53:00,2017,기타,산130,북교,장흥,장동,전남,03,금요일,03,15:25:00,2017
6584,2,04,03,17:15:00,2017,기타,산40,보계,영주,부석,경북,04,토요일,03,15:00:00,2017
6585,0.01,03,03,23:55:00,2017,기타,산20,팔봉,홍천,서,강원,03,금요일,03,21:20:00,2017
6586,0.1,04,03,17:50:00,2017,기타,산96-2,미장,안성,삼죽,경기,04,토요일,03,16:05:00,2017
6587,0.03,04,03,18:10:00,2017,기타,산4-1,공주,주미,충남,04,토요일,03,17:00:00,2017,
6588,0.01,04,03,14:44:00,2017,쓰레기소각,산70,오계,나주,남평,전남,04,토요일,03,13:45:00,2017
6589,0.12,04,03,14:00:00,2017,기타,산62-9,유성,구룡,대전,04,토요일,03,12:57:00,2017,
6590,0.05,06,03,17:32:00,2017,기타,산135,오설,달성,구지,대구,06,월요일,03,16:27:00,2017
6591,1,06,03,22:00:00,2017,기타,산165,단광1,장성,장성,전남,06,월요일,03,16:35:00,2017
6592,0.2,06,03,18:40:00,2017,쓰레기소각,산159,선변,순천,황전,전남,06,월요일,03,15:50:00,2017
6593,0.16,08,03,15:00:00,2017,주택화재비화,산53,삼화,화성,비봉,경기,08,수요일,03,12:14:00,2017
6594,0.03,07,03,19:30:00,2017,입산자실화,253-14,제천,신,충북,07,화요일,03,17:20:00,2017,
6595,0.02,07,03,17:20:00,2017,주택화재비화,산3-1,석천,충주,산척,충북,07,화요일,03,15:40:00,2017
6596,0.05,09,03,13:10:00,2017,기타,산41,신암,영주,이산,경북,09,목요일,03,12:14:00,2017
