,변환된_일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),damagearea
3053,2020-02,-0.6,1.2,64.0,0.09
3054,2020-02,-0.6,1.2,64.0,0.04
3055,2020-02,-0.6,1.2,64.0,0.05
3056,2020-02,-0.6,1.2,64.0,0.2
3057,2020-02,-0.6,1.2,64.0,0.02
3058,2020-02,-0.6,1.2,64.0,0.1
3059,2020-02,-0.6,1.2,64.0,0.1
3060,2020-02,-0.6,1.2,64.0,0.01
3061,2020-02,-0.6,1.2,64.0,0.1
3062,2020-02,-0.6,1.2,64.0,0.02
3063,2020-02,-0.6,1.2,64.0,0.05
3064,2020-02,-0.6,1.2,64.0,0.01
3065,2020-02,-0.6,1.2,64.0,0.02
3066,2020-02,-0.6,1.2,64.0,0.1
3067,2020-02,-0.6,1.2,64.0,0.01
3068,2020-02,-0.6,1.2,64.0,0.1
3069,2020-02,-0.6,1.2,64.0,0.04
3070,2020-02,-0.6,1.2,64.0,0.15
3071,2020-02,-0.6,1.2,64.0,0.01
3072,2020-02,-0.6,1.2,64.0,0.05
3073,2020-02,-0.6,1.2,64.0,0.03
3074,2020-02,-0.6,1.2,64.0,0.01
3075,2020-02,-0.6,1.2,64.0,0.03
3076,2020-02,-0.6,1.2,64.0,0.06
3077,2020-02,-0.6,1.2,64.0,0.01
3078,2020-02,-0.6,1.2,64.0,0.01
3079,2020-02,-0.6,1.2,64.0,0.01
3080,2020-02,-0.6,1.2,64.0,0.05
3081,2020-02,-0.6,1.2,64.0,0.4
3082,2020-02,-0.6,1.2,64.0,0.01
3083,2020-02,-0.6,1.2,64.0,0.03
3084,2020-02,-0.6,1.2,64.0,0.01
3085,2020-02,-0.6,1.2,64.0,0.03
3086,2020-02,-0.6,1.2,64.0,0.01
3087,2020-02,-0.6,1.2,64.0,0.08
3088,2020-02,-0.6,1.2,64.0,0.03
3089,2020-03,4.2,1.6,61.0,0.3
3090,2020-03,4.2,1.6,61.0,18.3
3091,2020-03,4.2,1.6,61.0,0.04
3092,2020-03,4.2,1.6,61.0,0.3
3093,2020-03,4.2,1.6,61.0,0.5
3094,2020-03,4.2,1.6,61.0,0.1
3095,2020-03,4.2,1.6,61.0,0.1
3096,2020-03,4.2,1.6,61.0,0.05
3097,2020-03,4.2,1.6,61.0,0.01
3098,2020-03,4.2,1.6,61.0,0.01
3099,2020-03,4.2,1.6,61.0,0.15
3100,2020-03,4.2,1.6,61.0,0.15
3101,2020-03,4.2,1.6,61.0,0.07
3102,2020-03,4.2,1.6,61.0,1.35
3103,2020-03,4.2,1.6,61.0,0.03
3104,2020-03,4.2,1.6,61.0,0.01
3105,2020-03,4.2,1.6,61.0,0.06
3106,2020-03,4.2,1.6,61.0,0.02
3107,2020-03,4.2,1.6,61.0,0.2
3108,2020-03,4.2,1.6,61.0,0.66
3109,2020-03,4.2,1.6,61.0,0.01
3110,2020-03,4.2,1.6,61.0,0.01
3111,2020-03,4.2,1.6,61.0,0.14
3112,2020-03,4.2,1.6,61.0,0.02
3113,2020-03,4.2,1.6,61.0,0.11
3114,2020-03,4.2,1.6,61.0,0.07
3115,2020-03,4.2,1.6,61.0,0.05
3116,2020-03,4.2,1.6,61.0,0.02
3117,2020-03,4.2,1.6,61.0,0.01
3118,2020-03,4.2,1.6,61.0,0.1
3119,2020-03,4.2,1.6,61.0,0.03
3120,2020-03,4.2,1.6,61.0,0.05
3121,2020-03,4.2,1.6,61.0,0.02
3122,2020-03,4.2,1.6,61.0,0.8
3123,2020-03,4.2,1.6,61.0,0.01
3124,2020-03,4.2,1.6,61.0,0.7
3125,2020-03,4.2,1.6,61.0,0.09
3126,2020-03,4.2,1.6,61.0,0.01
3127,2020-03,4.2,1.6,61.0,0.5
3128,2020-03,4.2,1.6,61.0,0.14
3129,2020-03,4.2,1.6,61.0,2.2
3130,2020-03,4.2,1.6,61.0,0.2
3131,2020-03,4.2,1.6,61.0,0.2
3132,2020-03,4.2,1.6,61.0,0.3
3133,2020-03,4.2,1.6,61.0,0.1
3134,2020-03,4.2,1.6,61.0,0.5
3135,2020-03,4.2,1.6,61.0,0.5
3136,2020-03,4.2,1.6,61.0,0.01
3137,2020-03,4.2,1.6,61.0,519.0
3138,2020-03,4.2,1.6,61.0,0.07
3139,2020-03,4.2,1.6,61.0,0.05
3140,2020-03,4.2,1.6,61.0,0.01
3141,2020-03,4.2,1.6,61.0,0.01
3142,2020-03,4.2,1.6,61.0,0.2
3143,2020-03,4.2,1.6,61.0,0.1
3144,2020-03,4.2,1.6,61.0,0.17
3145,2020-03,4.2,1.6,61.0,0.05
3146,2020-03,4.2,1.6,61.0,0.1
3147,2020-03,4.2,1.6,61.0,0.1
3148,2020-03,4.2,1.6,61.0,0.02
3149,2020-03,4.2,1.6,61.0,0.15
3150,2020-03,4.2,1.6,61.0,0.07
3151,2020-03,4.2,1.6,61.0,0.1
3152,2020-03,4.2,1.6,61.0,0.09
3153,2020-03,4.2,1.6,61.0,0.01
3154,2020-03,4.2,1.6,61.0,0.1
3155,2020-03,4.2,1.6,61.0,0.1
3156,2020-03,4.2,1.6,61.0,0.03
3157,2020-03,4.2,1.6,61.0,0.2
3158,2020-03,4.2,1.6,61.0,0.03
3159,2020-03,4.2,1.6,61.0,0.02
3160,2020-03,4.2,1.6,61.0,0.08
3161,2020-03,4.2,1.6,61.0,0.03
3162,2020-03,4.2,1.6,61.0,0.27
3163,2020-03,4.2,1.6,61.0,0.2
3164,2020-03,4.2,1.6,61.0,0.04
3165,2020-03,4.2,1.6,61.0,0.1
3166,2020-03,4.2,1.6,61.0,0.1
3167,2020-03,4.2,1.6,61.0,0.43
3168,2020-03,4.2,1.6,61.0,0.2
3169,2020-03,4.2,1.6,61.0,0.9
3170,2020-03,4.2,1.6,61.0,0.01
3171,2020-03,4.2,1.6,61.0,0.03
3172,2020-03,4.2,1.6,61.0,0.1
3173,2020-03,4.2,1.6,61.0,0.07
3174,2020-03,4.2,1.6,61.0,0.67
3175,2020-03,4.2,1.6,61.0,2.0
3176,2020-03,4.2,1.6,61.0,0.03
3177,2020-03,4.2,1.6,61.0,1.0
3178,2020-03,4.2,1.6,61.0,0.5
3179,2020-03,4.2,1.6,61.0,0.1
3180,2020-03,4.2,1.6,61.0,0.01
3181,2020-03,4.2,1.6,61.0,1.0
3182,2020-03,4.2,1.6,61.0,13.2
3183,2020-03,4.2,1.6,61.0,0.06
3184,2020-03,4.2,1.6,61.0,0.02
3185,2020-03,4.2,1.6,61.0,0.05
3186,2020-03,4.2,1.6,61.0,0.05
3187,2020-03,4.2,1.6,61.0,0.3
3188,2020-03,4.2,1.6,61.0,1.0
3189,2020-03,4.2,1.6,61.0,0.08
3190,2020-03,4.2,1.6,61.0,0.05
3191,2020-03,4.2,1.6,61.0,0.1
3192,2020-03,4.2,1.6,61.0,0.28
3193,2020-03,4.2,1.6,61.0,0.33
3194,2020-03,4.2,1.6,61.0,0.3
3195,2020-03,4.2,1.6,61.0,5.0
3196,2020-03,4.2,1.6,61.0,0.08
3197,2020-03,4.2,1.6,61.0,0.04
3198,2020-03,4.2,1.6,61.0,0.1
3199,2020-03,4.2,1.6,61.0,0.03
3200,2020-03,4.2,1.6,61.0,0.4
3201,2020-03,4.2,1.6,61.0,0.45
3202,2020-03,4.2,1.6,61.0,0.05
3203,2020-03,4.2,1.6,61.0,0.01
3204,2020-03,4.2,1.6,61.0,0.08
3205,2020-03,4.2,1.6,61.0,0.01
3206,2020-03,4.2,1.6,61.0,0.02
3207,2020-03,4.2,1.6,61.0,0.05
3208,2020-03,4.2,1.6,61.0,1.0
3209,2020-03,4.2,1.6,61.0,13.2
3210,2020-03,4.2,1.6,61.0,0.06
3211,2020-03,4.2,1.6,61.0,0.3
3212,2020-03,4.2,1.6,61.0,1.4
3213,2020-03,4.2,1.6,61.0,0.05
3214,2020-03,4.2,1.6,61.0,0.05
3215,2020-03,4.2,1.6,61.0,0.1
3216,2020-03,4.2,1.6,61.0,0.28
3217,2020-03,4.2,1.6,61.0,0.33
3218,2020-03,4.2,1.6,61.0,0.8
3219,2020-03,4.2,1.6,61.0,9.85
3220,2020-03,4.2,1.6,61.0,0.08
3221,2020-03,4.2,1.6,61.0,0.04
3222,2020-03,4.2,1.6,61.0,0.1
3223,2020-03,4.2,1.6,61.0,0.03
3224,2020-03,4.2,1.6,61.0,0.28
3225,2020-03,4.2,1.6,61.0,0.54
3226,2020-03,4.2,1.6,61.0,1.0
3227,2020-03,4.2,1.6,61.0,0.03
3228,2020-03,4.2,1.6,61.0,2.11
3229,2020-03,4.2,1.6,61.0,0.05
3230,2020-03,4.2,1.6,61.0,0.01
3231,2020-03,4.2,1.6,61.0,0.1
3232,2020-03,4.2,1.6,61.0,0.5
3233,2020-03,4.2,1.6,61.0,0.06
3234,2020-03,4.2,1.6,61.0,1.0
3235,2020-03,4.2,1.6,61.0,0.01
3236,2020-03,4.2,1.6,61.0,0.16
3237,2020-03,4.2,1.6,61.0,0.03
3238,2020-03,4.2,1.6,61.0,0.1
3239,2020-03,4.2,1.6,61.0,0.01
3240,2020-03,4.2,1.6,61.0,0.15
3241,2020-03,4.2,1.6,61.0,10.59
3242,2020-03,4.2,1.6,61.0,0.3
3243,2020-03,4.2,1.6,61.0,0.01
3244,2020-03,4.2,1.6,61.0,0.03
3245,2020-03,4.2,1.6,61.0,0.4
3246,2020-03,4.2,1.6,61.0,0.02
3247,2020-03,4.2,1.6,61.0,0.05
3248,2020-03,4.2,1.6,61.0,0.5
3249,2020-03,4.2,1.6,61.0,0.05
3250,2020-03,4.2,1.6,61.0,0.5
3251,2020-03,4.2,1.6,61.0,0.03
3252,2020-03,4.2,1.6,61.0,0.3
3253,2020-03,4.2,1.6,61.0,0.1
3254,2020-03,4.2,1.6,61.0,0.01
3255,2020-03,4.2,1.6,61.0,0.3
3256,2020-03,4.2,1.6,61.0,0.01
3257,2020-03,4.2,1.6,61.0,0.05
3258,2020-03,4.2,1.6,61.0,0.3
3259,2020-03,4.2,1.6,61.0,0.8
3260,2020-03,4.2,1.6,61.0,0.1
3261,2020-03,4.2,1.6,61.0,0.1
3262,2020-03,4.2,1.6,61.0,0.01
3263,2020-03,4.2,1.6,61.0,0.09
3264,2020-03,4.2,1.6,61.0,0.1
3265,2020-03,4.2,1.6,61.0,0.7
3266,2020-03,4.2,1.6,61.0,0.05
3267,2020-03,4.2,1.6,61.0,0.15
3268,2020-03,4.2,1.6,61.0,0.02
3269,2020-03,4.2,1.6,61.0,0.14
3270,2020-03,4.2,1.6,61.0,0.01
3271,2020-03,4.2,1.6,61.0,0.01
3272,2020-03,4.2,1.6,61.0,0.2
3273,2020-03,4.2,1.6,61.0,0.02
3274,2020-03,4.2,1.6,61.0,0.06
3275,2020-03,4.2,1.6,61.0,0.01
3276,2020-03,4.2,1.6,61.0,0.03
3277,2020-03,4.2,1.6,61.0,1.5
3278,2020-03,4.2,1.6,61.0,0.07
3279,2020-03,4.2,1.6,61.0,0.05
3280,2020-03,4.2,1.6,61.0,0.8
3281,2020-03,4.2,1.6,61.0,0.7
3282,2020-03,4.2,1.6,61.0,0.09
3283,2020-03,4.2,1.6,61.0,0.01
3284,2020-03,4.2,1.6,61.0,0.1
3285,2020-03,4.2,1.6,61.0,0.01
3286,2020-03,4.2,1.6,61.0,0.03
3287,2020-03,4.2,1.6,61.0,0.03
3288,2020-03,4.2,1.6,61.0,0.05
3289,2020-03,4.2,1.6,61.0,0.02
3290,2020-03,4.2,1.6,61.0,0.03
3291,2020-03,4.2,1.6,61.0,0.01
3292,2020-03,4.2,1.6,61.0,0.15
3293,2020-03,4.2,1.6,61.0,0.01
3294,2020-03,4.2,1.6,61.0,0.1
3295,2020-03,4.2,1.6,61.0,0.03
3296,2020-03,4.2,1.6,61.0,0.08
3297,2020-03,4.2,1.6,61.0,0.06
3298,2020-03,4.2,1.6,61.0,0.1
3299,2020-03,4.2,1.6,61.0,0.5
3300,2020-03,4.2,1.6,61.0,0.5
3301,2020-03,4.2,1.6,61.0,0.2
3302,2020-03,4.2,1.6,61.0,0.06
3303,2020-03,4.2,1.6,61.0,0.1
3304,2020-03,4.2,1.6,61.0,0.1
3305,2020-03,4.2,1.6,61.0,0.04
3306,2020-03,4.2,1.6,61.0,0.2
3307,2020-03,4.2,1.6,61.0,0.1
3308,2020-03,4.2,1.6,61.0,0.08
3309,2020-03,4.2,1.6,61.0,0.03
3310,2020-03,4.2,1.6,61.0,0.02
3311,2020-03,4.2,1.6,61.0,0.2
3312,2020-03,4.2,1.6,61.0,0.9
3313,2020-03,4.2,1.6,61.0,0.03
3314,2020-03,4.2,1.6,61.0,0.06
3315,2020-03,4.2,1.6,61.0,2.2
3316,2020-03,4.2,1.6,61.0,0.5
3317,2020-03,4.2,1.6,61.0,0.1
3318,2020-03,4.2,1.6,61.0,18.3
3319,2020-03,4.2,1.6,61.0,0.3
3320,2020-03,4.2,1.6,61.0,0.01
3321,2020-03,4.2,1.6,61.0,0.3
3322,2020-03,4.2,1.6,61.0,0.06
3323,2020-03,4.2,1.6,61.0,0.01
3324,2020-03,4.2,1.6,61.0,17.0
3325,2020-03,4.2,1.6,61.0,1.0
3326,2020-03,4.2,1.6,61.0,0.01
3327,2020-03,4.2,1.6,61.0,0.16
3328,2020-03,4.2,1.6,61.0,0.3
3329,2020-03,4.2,1.6,61.0,0.01
3330,2020-03,4.2,1.6,61.0,0.4
3331,2020-03,4.2,1.6,61.0,0.05
3332,2020-03,4.2,1.6,61.0,0.02
3333,2020-03,4.2,1.6,61.0,0.05
3334,2020-03,4.2,1.6,61.0,0.5
3335,2020-03,4.2,1.6,61.0,0.05
3336,2020-03,4.2,1.6,61.0,0.5
3337,2020-03,4.2,1.6,61.0,0.03
3338,2020-03,4.2,1.6,61.0,0.3
3339,2020-03,4.2,1.6,61.0,0.1
3340,2020-03,4.2,1.6,61.0,0.04
3341,2020-03,4.2,1.6,61.0,0.05
3342,2020-03,4.2,1.6,61.0,4.0
3343,2020-03,4.2,1.6,61.0,0.2
3344,2020-03,4.2,1.6,61.0,200.0
3345,2020-03,4.2,1.6,61.0,0.2
3346,2020-03,4.2,1.6,61.0,0.3
3347,2020-03,4.2,1.6,61.0,0.1
3348,2020-03,4.2,1.6,61.0,0.02
3349,2020-03,4.2,1.6,61.0,0.5
3350,2020-03,4.2,1.6,61.0,0.5
3351,2020-03,4.2,1.6,61.0,0.01
3352,2020-03,4.2,1.6,61.0,0.02
3353,2020-03,4.2,1.6,61.0,0.07
3354,2020-03,4.2,1.6,61.0,0.11
3355,2020-03,4.2,1.6,61.0,0.1
3356,2020-03,4.2,1.6,61.0,0.02
3357,2020-03,4.2,1.6,61.0,0.01
3358,2020-03,4.2,1.6,61.0,0.2
3359,2020-03,4.2,1.6,61.0,0.03
3360,2020-03,4.2,1.6,61.0,0.1
3361,2020-03,4.2,1.6,61.0,0.17
3362,2020-03,4.2,1.6,61.0,0.05
3363,2020-03,4.2,1.6,61.0,0.1
3364,2020-03,4.2,1.6,61.0,0.01
3365,2020-03,4.2,1.6,61.0,0.1
3366,2020-03,4.2,1.6,61.0,0.05
3367,2020-03,4.2,1.6,61.0,0.05
3368,2020-04,6.7,1.7,57.0,0.01
3369,2020-04,6.7,1.7,57.0,0.03
3370,2020-04,6.7,1.7,57.0,0.1
3371,2020-04,6.7,1.7,57.0,0.03
3372,2020-04,6.7,1.7,57.0,0.3
3373,2020-04,6.7,1.7,57.0,1.2
3374,2020-04,6.7,1.7,57.0,0.06
3375,2020-04,6.7,1.7,57.0,0.06
3376,2020-04,6.7,1.7,57.0,0.03
3377,2020-04,6.7,1.7,57.0,0.06
3378,2020-04,6.7,1.7,57.0,0.01
3379,2020-04,6.7,1.7,57.0,0.3
3380,2020-04,6.7,1.7,57.0,0.2
3381,2020-04,6.7,1.7,57.0,1.3
3382,2020-04,6.7,1.7,57.0,0.3
3383,2020-04,6.7,1.7,57.0,0.09
3384,2020-04,6.7,1.7,57.0,0.01
3385,2020-04,6.7,1.7,57.0,0.01
3386,2020-04,6.7,1.7,57.0,0.7
3387,2020-04,6.7,1.7,57.0,0.64
3388,2020-04,6.7,1.7,57.0,1.0
3389,2020-04,6.7,1.7,57.0,1.0
3390,2020-04,6.7,1.7,57.0,0.1
3391,2020-04,6.7,1.7,57.0,0.02
3392,2020-04,6.7,1.7,57.0,0.5
3393,2020-04,6.7,1.7,57.0,0.01
3394,2020-04,6.7,1.7,57.0,2.75
3395,2020-04,6.7,1.7,57.0,0.01
3396,2020-04,6.7,1.7,57.0,0.01
3397,2020-04,6.7,1.7,57.0,0.02
3398,2020-04,6.7,1.7,57.0,0.01
3399,2020-04,6.7,1.7,57.0,0.01
3400,2020-04,6.7,1.7,57.0,0.1
3401,2020-04,6.7,1.7,57.0,0.02
3402,2020-04,6.7,1.7,57.0,0.04
3403,2020-04,6.7,1.7,57.0,0.2
3404,2020-04,6.7,1.7,57.0,0.1
3405,2020-04,6.7,1.7,57.0,0.09
3406,2020-04,6.7,1.7,57.0,0.05
3407,2020-04,6.7,1.7,57.0,0.01
3408,2020-04,6.7,1.7,57.0,3.56
3409,2020-04,6.7,1.7,57.0,0.7
3410,2020-04,6.7,1.7,57.0,0.5
3411,2020-04,6.7,1.7,57.0,0.01
3412,2020-04,6.7,1.7,57.0,0.02
3413,2020-04,6.7,1.7,57.0,0.5
3414,2020-04,6.7,1.7,57.0,0.05
3415,2020-04,6.7,1.7,57.0,0.01
3416,2020-04,6.7,1.7,57.0,19.0
3417,2020-04,6.7,1.7,57.0,0.5
3418,2020-04,6.7,1.7,57.0,0.59
3419,2020-04,6.7,1.7,57.0,0.2
3420,2020-04,6.7,1.7,57.0,0.1
3421,2020-04,6.7,1.7,57.0,0.02
3422,2020-04,6.7,1.7,57.0,1944.0
3423,2020-04,6.7,1.7,57.0,0.1
3424,2020-04,6.7,1.7,57.0,0.3
3425,2020-04,6.7,1.7,57.0,0.05
3426,2020-04,6.7,1.7,57.0,0.01
3427,2020-04,6.7,1.7,57.0,0.05
3428,2020-04,6.7,1.7,57.0,0.2
3429,2020-04,6.7,1.7,57.0,0.06
3430,2020-04,6.7,1.7,57.0,0.02
3431,2020-04,6.7,1.7,57.0,0.01
3432,2020-04,6.7,1.7,57.0,0.12
3433,2020-04,6.7,1.7,57.0,0.1
3434,2020-04,6.7,1.7,57.0,2.7
3435,2020-04,6.7,1.7,57.0,0.1
3436,2020-04,6.7,1.7,57.0,0.05
3437,2020-04,6.7,1.7,57.0,0.03
3438,2020-04,6.7,1.7,57.0,0.01
3439,2020-04,6.7,1.7,57.0,0.01
3440,2020-04,6.7,1.7,57.0,0.02
3441,2020-04,6.7,1.7,57.0,0.2
3442,2020-04,6.7,1.7,57.0,0.2
3443,2020-04,6.7,1.7,57.0,0.1
3444,2020-04,6.7,1.7,57.0,0.01
3445,2020-04,6.7,1.7,57.0,0.5
3446,2020-04,6.7,1.7,57.0,0.01
3447,2020-04,6.7,1.7,57.0,0.01
3448,2020-04,6.7,1.7,57.0,0.1
3449,2020-04,6.7,1.7,57.0,0.01
3450,2020-04,6.7,1.7,57.0,0.03
3451,2020-04,6.7,1.7,57.0,0.01
3452,2020-04,6.7,1.7,57.0,0.02
3453,2020-04,6.7,1.7,57.0,0.3
3454,2020-04,6.7,1.7,57.0,0.2
3455,2020-04,6.7,1.7,57.0,0.13
3456,2020-04,6.7,1.7,57.0,0.5
3457,2020-04,6.7,1.7,57.0,0.1
3458,2020-04,6.7,1.7,57.0,1.7
3459,2020-04,6.7,1.7,57.0,1.0
3460,2020-04,6.7,1.7,57.0,0.16
3461,2020-04,6.7,1.7,57.0,0.05
3462,2020-04,6.7,1.7,57.0,0.1
3463,2020-04,6.7,1.7,57.0,0.1
3464,2020-04,6.7,1.7,57.0,0.4
3465,2020-04,6.7,1.7,57.0,0.2
3466,2020-04,6.7,1.7,57.0,1.82
3467,2020-04,6.7,1.7,57.0,0.4
3468,2020-04,6.7,1.7,57.0,0.6
3469,2020-04,6.7,1.7,57.0,0.1
3470,2020-04,6.7,1.7,57.0,0.02
3471,2020-04,6.7,1.7,57.0,48.2
3472,2020-04,6.7,1.7,57.0,0.4
3473,2020-04,6.7,1.7,57.0,0.2
3474,2020-04,6.7,1.7,57.0,0.82
3475,2020-04,6.7,1.7,57.0,0.4
3476,2020-04,6.7,1.7,57.0,0.5
3477,2020-04,6.7,1.7,57.0,0.5
3478,2020-04,6.7,1.7,57.0,0.01
3479,2020-04,6.7,1.7,57.0,0.02
3480,2020-04,6.7,1.7,57.0,0.1
3481,2020-04,6.7,1.7,57.0,0.02
3482,2020-04,6.7,1.7,57.0,0.1
3483,2020-04,6.7,1.7,57.0,0.3
3484,2020-04,6.7,1.7,57.0,0.05
3485,2020-04,6.7,1.7,57.0,0.01
3486,2020-04,6.7,1.7,57.0,0.05
3487,2020-04,6.7,1.7,57.0,0.05
3488,2020-04,6.7,1.7,57.0,0.2
3489,2020-04,6.7,1.7,57.0,0.1
3490,2020-04,6.7,1.7,57.0,0.16
3491,2020-04,6.7,1.7,57.0,0.1
3492,2020-04,6.7,1.7,57.0,0.2
3493,2020-04,6.7,1.7,57.0,0.01
3494,2020-04,6.7,1.7,57.0,0.01
3495,2020-04,6.7,1.7,57.0,0.03
3496,2020-04,6.7,1.7,57.0,0.01
3497,2020-04,6.7,1.7,57.0,0.02
3498,2020-04,6.7,1.7,57.0,0.3
3499,2020-04,6.7,1.7,57.0,0.2
3500,2020-04,6.7,1.7,57.0,0.13
3501,2020-04,6.7,1.7,57.0,0.1
3502,2020-04,6.7,1.7,57.0,0.6
3503,2020-04,6.7,1.7,57.0,0.3
3504,2020-04,6.7,1.7,57.0,1.0
3505,2020-04,6.7,1.7,57.0,800.0
3506,2020-04,6.7,1.7,57.0,0.05
3507,2020-04,6.7,1.7,57.0,0.06
3508,2020-04,6.7,1.7,57.0,0.2
3509,2020-04,6.7,1.7,57.0,0.01
3510,2020-04,6.7,1.7,57.0,0.01
3511,2020-04,6.7,1.7,57.0,0.04
3512,2020-04,6.7,1.7,57.0,0.01
3513,2020-04,6.7,1.7,57.0,0.2
3514,2020-04,6.7,1.7,57.0,0.1
3515,2020-04,6.7,1.7,57.0,0.02
3516,2020-04,6.7,1.7,57.0,0.03
3517,2020-04,6.7,1.7,57.0,0.5
3518,2020-04,6.7,1.7,57.0,0.08
3519,2020-04,6.7,1.7,57.0,0.06
3520,2020-04,6.7,1.7,57.0,0.05
3521,2020-04,6.7,1.7,57.0,1.0
3522,2020-04,6.7,1.7,57.0,0.06
3523,2020-04,6.7,1.7,57.0,1.3
3524,2020-04,6.7,1.7,57.0,0.3
3525,2020-04,6.7,1.7,57.0,0.01
3526,2020-04,6.7,1.7,57.0,0.05
3527,2020-04,6.7,1.7,57.0,0.04
3528,2020-04,6.7,1.7,57.0,1.65
3529,2020-04,6.7,1.7,57.0,0.12
3530,2020-04,6.7,1.7,57.0,0.1
3531,2020-04,6.7,1.7,57.0,0.08
3532,2020-04,6.7,1.7,57.0,0.4
3533,2020-04,6.7,1.7,57.0,0.01
3534,2020-04,6.7,1.7,57.0,0.02
3535,2020-04,6.7,1.7,57.0,0.3
3536,2020-04,6.7,1.7,57.0,0.5
3537,2020-04,6.7,1.7,57.0,0.02
3538,2020-04,6.7,1.7,57.0,2.4
3539,2020-04,6.7,1.7,57.0,0.3
3540,2020-04,6.7,1.7,57.0,1.0
3541,2020-04,6.7,1.7,57.0,0.66
3542,2020-04,6.7,1.7,57.0,0.17
3543,2020-04,6.7,1.7,57.0,0.1
3544,2020-04,6.7,1.7,57.0,0.5
3545,2020-04,6.7,1.7,57.0,0.05
3546,2020-04,6.7,1.7,57.0,20.0
3547,2020-04,6.7,1.7,57.0,0.3
3548,2020-04,6.7,1.7,57.0,0.01
3549,2020-04,6.7,1.7,57.0,0.01
3550,2020-04,6.7,1.7,57.0,0.01
3551,2020-04,6.7,1.7,57.0,0.03
3552,2020-04,6.7,1.7,57.0,0.05
3553,2020-04,6.7,1.7,57.0,0.1
3554,2020-04,6.7,1.7,57.0,2.7
3555,2020-04,6.7,1.7,57.0,0.2
3556,2020-04,6.7,1.7,57.0,0.09
3557,2020-04,6.7,1.7,57.0,0.1
3558,2020-04,6.7,1.7,57.0,0.3
3559,2020-04,6.7,1.7,57.0,6.2
3560,2020-04,6.7,1.7,57.0,0.06
3561,2020-04,6.7,1.7,57.0,1.7
3562,2020-04,6.7,1.7,57.0,0.05
3563,2020-04,6.7,1.7,57.0,0.06
3564,2020-04,6.7,1.7,57.0,0.02
3565,2020-04,6.7,1.7,57.0,0.08
3566,2020-04,6.7,1.7,57.0,0.1
3567,2020-04,6.7,1.7,57.0,0.5
3568,2020-04,6.7,1.7,57.0,0.1
3569,2020-04,6.7,1.7,57.0,0.1
3570,2020-04,6.7,1.7,57.0,1.5
3571,2020-04,6.7,1.7,57.0,0.09
3572,2020-04,6.7,1.7,57.0,0.3
3573,2020-04,6.7,1.7,57.0,0.03
3574,2020-04,6.7,1.7,57.0,0.01
3575,2020-04,6.7,1.7,57.0,0.1
3576,2020-04,6.7,1.7,57.0,0.1
3577,2020-04,6.7,1.7,57.0,11.91
3578,2020-04,6.7,1.7,57.0,0.1
3579,2020-04,6.7,1.7,57.0,0.2
3580,2020-04,6.7,1.7,57.0,0.3
3581,2020-04,6.7,1.7,57.0,0.01
3582,2020-04,6.7,1.7,57.0,0.3
3583,2020-04,6.7,1.7,57.0,0.1
3584,2020-04,6.7,1.7,57.0,0.5
3585,2020-04,6.7,1.7,57.0,0.03
3586,2020-04,6.7,1.7,57.0,0.02
3587,2020-04,6.7,1.7,57.0,0.7
3588,2020-04,6.7,1.7,57.0,0.01
3589,2020-04,6.7,1.7,57.0,19.0
3590,2020-04,6.7,1.7,57.0,0.05
3591,2020-04,6.7,1.7,57.0,0.1
3592,2020-04,6.7,1.7,57.0,0.2
3593,2020-04,6.7,1.7,57.0,0.04
3594,2020-04,6.7,1.7,57.0,0.02
3595,2020-04,6.7,1.7,57.0,0.1
3596,2020-04,6.7,1.7,57.0,0.01
3597,2020-04,6.7,1.7,57.0,0.01
3598,2020-04,6.7,1.7,57.0,0.02
3599,2020-04,6.7,1.7,57.0,0.01
3600,2020-04,6.7,1.7,57.0,0.03
3601,2020-04,6.7,1.7,57.0,0.01
3602,2020-04,6.7,1.7,57.0,0.5
3603,2020-04,6.7,1.7,57.0,0.01
3604,2020-04,6.7,1.7,57.0,0.02
3605,2020-04,6.7,1.7,57.0,0.5
3606,2020-04,6.7,1.7,57.0,0.1
3607,2020-04,6.7,1.7,57.0,0.2
3608,2020-04,6.7,1.7,57.0,0.01
3609,2020-04,6.7,1.7,57.0,0.11
3610,2020-04,6.7,1.7,57.0,0.03
3611,2020-04,6.7,1.7,57.0,0.01
3612,2020-04,6.7,1.7,57.0,0.05
3613,2020-04,6.7,1.7,57.0,0.03
3614,2020-04,6.7,1.7,57.0,0.04
3615,2020-04,6.7,1.7,57.0,0.5
3616,2020-04,6.7,1.7,57.0,0.44
3617,2020-04,6.7,1.7,57.0,0.17
3618,2020-04,6.7,1.7,57.0,1.0
3619,2020-04,6.7,1.7,57.0,0.3
3620,2020-04,6.7,1.7,57.0,3.75
3621,2020-04,6.7,1.7,57.0,0.05
3622,2020-04,6.7,1.7,57.0,1.65
3623,2020-04,6.7,1.7,57.0,0.97
3624,2020-04,6.7,1.7,57.0,0.05
3625,2020-04,6.7,1.7,57.0,0.09
3626,2020-04,6.7,1.7,57.0,0.1
3627,2020-04,6.7,1.7,57.0,1.0
3628,2020-04,6.7,1.7,57.0,0.7
3629,2020-04,6.7,1.7,57.0,0.2
3630,2020-04,6.7,1.7,57.0,0.7
3631,2020-04,6.7,1.7,57.0,0.01
3632,2020-04,6.7,1.7,57.0,0.01
